RECORDING_SESSION_LABEL,TRIAL_INDEX,IA_DWELL_TIME,IA_FIRST_FIXATION_DURATION,IA_FIRST_RUN_DWELL_TIME,IA_FIRST_RUN_FIXATION_COUNT,IA_REGRESSION_PATH_DURATION,IA_SKIP,BUTTON_ACCURACY,Trial_Index_,cond_name,indexofia,length_pre,target_matras,practice,stim_num,target_length,TRIAL_DWELL_TIME,IA_ID
P18B,76,715,318,715,3,715,0,-1,76,TH,6,4,2,No,73,4,4179,6
P18B,77,1116,243,1116,3,1116,0,1,77,RL,4,5,1,No,36,5,2768,4
P18B,78,546,355,355,1,355,0,1,78,RL,7,5,2,No,72,5,2911,7
P18B,79,776,311,776,2,776,0,-1,79,RH,6,6,1,No,27,6,3119,6
P18B,80,996,543,996,2,996,0,-1,80,TL,5,5,2,No,14,5,3522,5
P18B,81,779,249,249,1,1441,0,0,81,RL,5,6,2,No,12,6,3389,5
P18B,82,739,739,739,1,739,0,-1,82,TH,6,3,1,No,33,3,3725,6
P18B,83,771,257,469,2,469,0,-1,83,RH,5,6,2,No,7,6,4016,5
P18B,84,762,381,762,2,762,0,1,84,RL,6,5,2,No,68,5,4037,6
P19C,5,368,368,368,1,368,0,-1,5,TH,6,4,1,No,10,4,3423,6
P19C,6,519,285,519,2,519,0,1,6,RH,5,5,2,No,12,5,2985,5
P19C,7,358,358,358,1,358,0,-1,7,TL,6,4,1,No,27,4,2908,6
P19C,8,1258,523,523,1,523,0,-1,8,TL,5,4,2,No,51,4,4096,5
P19C,9,0,NA,NA,NA,NA,1,-1,9,TL,5,4,2,No,39,4,3691,5
P19C,10,229,229,229,1,229,0,-1,10,RL,5,5,2,No,21,5,3019,5
P19C,11,563,386,563,2,563,0,-1,11,RL,8,5,1,No,57,5,3570,8
P19C,12,305,305,305,1,305,0,1,12,RH,6,6,1,No,16,6,3441,6
P19C,13,379,379,379,1,379,0,1,13,RH,7,5,2,No,72,5,3218,7
P19C,14,350,350,350,1,350,0,-1,14,TH,4,5,2,No,18,5,2835,4
P19C,15,137,137,137,1,137,0,-1,15,TH,5,5,2,No,22,5,2803,5
P19C,16,699,448,699,2,699,0,-1,16,RL,4,5,1,No,9,5,3030,4
P19C,17,645,645,645,1,645,0,-1,17,TL,5,4,2,No,75,4,2611,5
P19C,18,170,170,170,1,170,0,-1,18,RL,6,4,2,No,77,4,2422,6
P19C,19,284,284,284,1,284,0,1,19,RH,7,4,1,No,64,4,2916,7
P19C,20,516,516,516,1,516,0,-1,20,TH,5,3,1,No,70,3,3875,5
P19C,21,313,313,313,1,313,0,-1,21,TL,5,4,2,No,7,4,2649,5
P19C,22,267,267,267,1,267,0,1,22,RH,6,4,1,No,32,4,3345,6
P19C,23,467,257,257,1,717,0,-1,23,TL,4,3,1,No,35,3,2751,4
P19C,24,583,427,583,2,583,0,-1,24,RL,5,5,1,No,53,5,3705,5
P19C,25,357,357,357,1,357,0,1,25,RH,4,5,2,No,76,5,2876,4
P19C,26,613,245,245,1,245,0,-1,26,TL,4,4,2,No,71,4,6069,4
P19C,27,622,434,434,1,434,0,-1,27,TL,4,3,1,No,79,3,6231,4
P19C,28,146,146,146,1,146,0,-1,28,TH,4,5,3,No,38,5,3877,4
P19C,29,803,469,469,1,469,0,-1,29,TH,4,4,2,No,2,4,5328,4
P19C,30,249,249,249,1,249,0,-1,30,TH,4,3,2,No,42,5,2795,4
P19C,31,558,558,558,1,558,0,-1,31,TH,5,5,2,No,14,5,3031,5
P19C,32,535,535,535,1,535,0,1,32,RH,4,5,1,No,4,5,3632,4
P19C,33,396,396,396,1,396,0,-1,33,TL,4,5,2,No,67,5,4427,4
P19C,34,872,175,357,2,357,0,-1,34,RL,6,5,1,No,33,5,3878,6
P19C,35,1196,556,1196,4,1196,0,-1,35,TL,6,5,2,No,23,5,3372,6
P19C,36,744,148,744,2,744,0,-1,36,TH,5,4,2,No,30,4,3063,5
P19C,37,711,233,233,1,1101,0,-1,37,TL,4,5,2,No,15,5,3816,4
P19C,38,287,287,287,1,287,0,1,38,RH,4,6,1,No,8,6,2336,4
P19C,39,823,201,201,1,201,0,-1,39,TL,4,5,3,No,43,5,4731,4
P19C,40,363,108,363,2,363,0,-1,40,RL,6,6,2,No,13,6,2714,6
P19C,41,633,225,633,2,633,0,1,41,RH,6,5,2,No,68,5,2853,6
P19C,42,531,239,531,2,531,0,1,42,RH,4,5,1,No,44,5,4042,4
P19C,43,328,328,328,1,328,0,-1,43,TL,6,5,2,No,11,5,3619,6
P19C,44,518,204,518,2,518,0,-1,44,TH,5,4,1,No,46,4,3731,5
P19C,45,459,213,459,2,459,0,1,45,RH,6,7,2,No,24,7,3500,6
P19C,46,236,143,236,2,236,0,-1,46,TH,7,4,1,No,62,4,4224,7
P19C,47,106,106,106,1,106,0,-1,47,RL,5,6,1,No,45,6,2379,5
P19C,48,1249,301,672,2,672,0,-1,48,RL,4,5,2,No,1,5,3289,4
P19C,49,1412,280,961,2,961,0,-1,49,RL,5,6,3,No,17,6,4170,5
P19C,50,328,328,328,1,328,0,1,50,RH,4,5,1,No,20,5,2921,4
P19C,51,192,192,192,1,192,0,1,51,RH,4,5,1,No,36,5,2696,4
P19C,52,182,182,182,1,182,0,1,52,RH,7,6,1,No,60,6,3372,7
P19C,53,472,291,472,2,472,0,1,53,RH,7,6,1,No,28,6,3681,7
P19C,54,538,274,538,2,538,0,-1,54,TH,5,4,2,No,6,4,2644,5
P19C,55,523,134,523,2,523,0,-1,55,TH,6,4,2,No,74,4,3068,6
P19C,56,759,625,759,2,759,0,-1,56,TH,4,4,2,No,78,4,3751,4
P19C,57,1094,250,557,2,557,0,-1,57,RL,5,5,2,No,41,5,2868,5
P19C,58,828,512,512,1,512,0,-1,58,TH,5,5,2,No,50,5,2502,5
P19C,59,1180,329,869,3,869,0,-1,59,RL,8,8,2,No,29,8,4291,8
P19C,60,706,177,342,2,342,0,1,60,RH,4,4,2,No,52,4,2793,4
P19C,61,266,266,266,1,266,0,-1,61,RL,6,6,2,No,49,6,4023,6
P19C,62,175,175,175,1,175,0,-1,62,RL,5,5,2,No,25,5,3191,5
P19C,63,489,312,489,2,489,0,-1,63,TL,4,4,2,No,3,4,2454,4
P19C,64,727,240,727,3,727,0,-1,64,RL,5,5,1,No,69,5,2880,5
P19C,65,379,379,379,1,379,0,-1,65,RL,6,5,2,No,73,5,3139,6
P19C,66,400,267,400,2,400,0,1,66,RH,5,5,2,No,40,5,2943,5
P19C,67,292,292,292,1,292,0,-1,67,TL,8,3,1,No,63,3,3352,8
P19C,68,519,336,519,2,519,0,-1,68,TL,6,3,1,No,31,3,3843,6
P19C,69,540,214,540,2,540,0,-1,69,TL,6,5,2,No,19,5,2716,6
P19C,70,115,115,115,1,115,0,-1,70,RL,5,6,3,No,37,6,2186,5
P19C,71,317,317,317,1,317,0,-1,71,RL,8,5,1,No,5,5,3104,8
P19C,72,796,485,796,2,796,0,-1,72,TH,6,4,1,No,34,4,3876,6
P19C,73,455,176,176,1,176,0,-1,73,TL,8,4,1,No,59,4,3412,8
P19C,74,353,353,353,1,353,0,-1,74,TH,4,3,1,No,54,3,2991,4
P19C,75,408,408,408,1,408,0,-1,75,TH,6,4,1,No,66,4,3491,6
P19C,76,183,183,183,1,183,0,-1,76,TL,9,5,2,No,47,5,3335,9
P19C,77,283,283,283,1,283,0,-1,77,RL,7,5,1,No,65,5,2681,7
P19C,78,183,183,183,1,183,0,1,78,RH,5,4,1,No,80,4,3247,5
P19C,79,252,252,252,1,457,0,1,79,RH,6,6,1,No,56,6,2566,6
P19C,80,207,207,207,1,416,0,-1,80,TH,4,4,1,No,58,4,2487,4
P19C,81,405,405,405,1,405,0,-1,81,RL,4,5,2,No,61,5,3600,4
P19C,82,557,230,557,2,557,0,1,82,RH,6,5,1,No,48,5,2666,6
P19C,83,270,270,270,1,270,0,-1,83,TL,5,4,1,No,55,4,2934,5
P19C,84,369,369,369,1,369,0,-1,84,TH,5,4,1,No,26,4,2670,5
P20D,5,267,267,267,1,267,0,1,5,TL,4,4,1,No,44,4,3012,4
P20D,6,839,426,426,1,426,0,1,6,TL,7,3,1,No,64,3,4049,7
P20D,7,344,344,344,1,344,0,-1,7,TH,6,5,2,No,23,5,4045,6
P20D,8,254,254,254,1,254,0,-1,8,RH,4,5,2,No,1,5,2412,4
P20D,9,546,238,546,2,546,0,-1,9,RL,4,5,2,No,42,5,3378,4
P20D,10,495,495,495,1,495,0,-1,10,TH,4,3,1,No,79,3,3211,4
P20D,11,531,531,531,1,531,0,-1,11,TH,5,4,1,No,55,4,3883,5
P20D,12,350,350,350,1,350,0,-1,12,RH,7,3,1,No,65,3,3363,7
P20D,13,812,255,255,1,1290,0,1,13,TL,4,4,1,No,20,4,3978,4
P20D,14,390,241,390,2,390,0,-1,14,RH,4,5,2,No,61,5,2514,4
P20D,15,676,408,676,2,676,0,1,15,TL,7,4,1,No,28,4,4274,7
P20D,16,283,283,283,1,283,0,-1,16,TH,8,3,1,No,63,3,3689,8
P20D,17,819,179,293,2,1465,1,-1,17,RH,5,4,2,No,41,4,3822,5
P20D,18,203,203,203,1,203,0,-1,18,RH,8,5,1,No,5,5,3669,8
P20D,19,576,576,576,1,576,0,1,19,TL,5,4,2,No,40,4,2868,5
P20D,20,930,437,757,3,1127,0,-1,20,RL,4,5,2,No,18,5,3135,4
P20D,21,368,194,368,2,1139,0,1,21,TL,6,4,2,No,68,4,4981,6
P20D,22,1310,198,198,1,945,0,-1,22,TH,4,5,3,No,43,5,3671,4
P20D,23,343,160,343,2,343,0,1,23,TL,4,4,2,No,52,4,3423,4
P20D,24,376,262,262,1,262,0,-1,24,RH,6,4,1,No,33,4,2850,6
P20D,25,904,352,904,3,904,0,-1,25,RH,8,5,2,No,29,5,4053,8
P20D,26,792,257,257,1,257,0,-1,26,RL,6,4,2,No,74,4,3627,6
P20D,27,635,635,635,1,635,0,-1,27,TH,9,5,2,No,47,5,4171,9
P20D,28,688,329,688,2,688,0,-1,28,TH,5,4,2,No,51,4,3221,5
P20D,29,783,783,783,1,783,0,-1,29,TH,8,4,1,No,59,4,3816,8
P20D,30,662,169,169,1,609,0,-1,30,TH,5,4,2,No,39,4,3963,5
P20D,31,1001,131,840,3,840,0,-1,31,RH,5,6,3,No,17,6,3221,5
P20D,32,207,207,207,1,207,0,-1,32,RH,5,4,2,No,25,4,2243,5
P20D,33,467,467,467,1,467,0,-1,33,TH,6,4,1,No,27,4,3072,6
P20D,34,635,311,635,3,635,0,-1,34,RH,6,6,2,No,77,6,2346,6
P20D,35,631,237,237,1,237,0,-1,35,RH,4,6,1,No,9,6,2225,4
P20D,36,428,237,237,1,237,0,-1,36,RH,5,5,3,No,37,5,2863,5
P20D,37,589,589,589,1,589,0,1,37,TL,7,4,1,No,60,4,3595,7
P20D,38,759,357,759,2,759,0,-1,38,RH,6,6,2,No,49,6,3840,6
P20D,39,618,618,618,1,618,0,-1,39,RL,5,8,2,No,22,8,3530,5
P20D,40,606,140,606,3,606,0,-1,40,RL,4,6,2,No,2,6,3042,4
P20D,41,467,467,467,1,467,0,-1,41,TH,5,4,2,No,7,4,2965,5
P20D,42,489,373,489,2,489,0,-1,42,TH,6,5,2,No,19,5,3891,6
P20D,43,300,178,300,2,300,0,-1,43,RH,5,7,1,No,45,7,2084,5
P20D,44,390,390,390,1,390,0,1,44,TL,4,4,2,No,76,4,3358,4
P20D,45,539,245,539,3,539,0,-1,45,RL,5,4,2,No,30,4,2024,5
P20D,46,1292,339,339,1,1474,0,1,46,TL,6,4,1,No,16,4,4133,6
P20D,47,605,193,605,3,605,0,1,47,TL,5,5,2,No,12,5,4603,5
P20D,48,688,216,216,1,216,0,1,48,TL,6,4,1,No,56,4,2796,6
P20D,49,542,276,276,1,276,0,-1,49,RL,6,5,1,No,66,5,3083,6
P20D,50,1017,503,1017,2,1017,0,-1,50,TH,4,5,2,No,15,5,3418,4
P20D,51,1807,305,1807,8,2043,0,0,51,TL,4,4,1,No,4,4,4344,4
P20D,52,797,228,490,2,490,0,-1,52,TH,4,3,1,No,35,3,3652,4
P20D,53,418,227,227,1,227,0,-1,53,RH,6,4,2,No,73,4,3559,6
P20D,54,1557,360,1083,2,1083,0,-1,54,RL,5,7,2,No,14,7,4001,5
P20D,55,505,505,505,1,505,0,1,55,TL,6,5,2,No,24,5,3235,6
P20D,56,274,274,274,1,274,0,-1,56,RL,5,5,2,No,50,5,2976,5
P20D,57,270,270,270,1,270,0,-1,57,RL,5,5,1,No,26,5,2044,5
P20D,58,419,254,419,2,419,0,1,58,TL,7,4,2,No,72,4,2655,7
P20D,59,546,356,356,1,356,0,-1,59,TH,6,3,1,No,31,3,5504,6
P20D,60,336,336,336,1,336,0,-1,60,TH,4,4,2,No,71,4,2834,4
P20D,61,437,236,437,2,437,0,-1,61,TH,4,5,2,No,67,5,3575,4
P20D,62,426,426,426,1,426,0,1,62,TL,6,3,1,No,32,3,4555,6
P20D,63,381,189,381,2,381,0,-1,63,RL,7,6,1,No,62,6,3506,7
P20D,64,251,251,251,1,251,0,-1,64,RH,5,4,1,No,53,4,2791,5
P20D,65,434,171,434,2,434,0,-1,65,RH,5,6,1,No,69,6,2766,5
P20D,66,949,205,949,4,949,0,-1,66,RL,4,4,3,No,38,4,3374,4
P20D,67,692,249,692,2,692,0,-1,67,RL,4,6,1,No,58,6,2329,4
P20D,68,258,258,258,1,258,0,-1,68,RH,6,5,2,No,13,5,2519,6
P20D,69,487,216,487,2,487,0,-1,69,RH,5,6,2,No,21,6,2498,5
P20D,70,400,400,400,1,400,0,-1,70,RL,4,5,2,No,78,5,3228,4
P20D,71,346,346,346,1,346,0,1,71,TL,5,3,1,No,80,3,3205,5
P20D,72,495,358,495,2,495,0,-1,72,TH,6,5,2,No,11,5,3445,6
P20D,73,464,464,464,1,464,0,1,73,TL,6,4,1,No,48,4,3316,6
P20D,74,200,200,200,1,200,0,-1,74,RL,5,5,1,No,46,5,3370,5
P20D,75,396,263,396,2,396,0,-1,75,RL,6,5,1,No,10,5,3279,6
P20D,76,206,206,206,1,206,0,-1,76,TH,4,4,2,No,3,4,2898,4
P20D,77,344,196,196,1,196,0,-1,77,RL,5,5,2,No,6,5,2014,5
P20D,78,1378,401,1378,5,1378,0,1,78,TL,4,4,1,No,8,4,3441,4
P20D,79,416,416,416,1,416,0,1,79,TL,4,4,1,No,36,4,3885,4
P20D,80,627,294,627,3,627,0,-1,80,TH,5,4,2,No,75,4,2539,5
P20D,81,458,274,458,2,458,0,-1,81,RL,4,5,1,No,54,5,3057,4
P20D,82,506,245,506,2,506,0,-1,82,RL,6,5,1,No,34,5,3759,6
P20D,83,464,279,279,1,279,0,-1,83,RL,5,3,1,No,70,3,2652,5
P20D,84,189,189,189,1,189,0,-1,84,RH,8,6,1,No,57,6,3148,8
P21A,5,436,228,436,2,436,0,-1,5,RH,5,5,2,No,22,5,4904,5
P21A,6,912,394,394,1,394,0,-1,6,RH,5,5,2,No,50,5,4651,5
P21A,7,664,213,664,3,664,0,-1,7,RL,6,6,2,No,11,6,4315,6
P21A,8,1116,164,1116,3,1116,0,-1,8,RH,4,6,1,No,58,6,3674,4
P21A,9,630,371,630,2,630,0,1,9,TH,4,4,2,No,52,4,3313,4
P21A,10,1411,306,744,3,744,0,-1,10,RL,8,5,1,No,63,5,5727,8
P21A,11,587,188,188,1,188,0,-1,11,RH,5,4,2,No,30,4,3320,5
P21A,12,3676,119,1580,5,1580,0,-1,12,RL,8,7,1,No,59,7,13188,8
P21A,13,1287,159,719,2,719,0,-1,13,RL,4,5,1,No,35,5,3368,4
P21A,14,750,176,329,2,329,0,-1,14,RH,7,6,1,No,62,6,4199,7
P21A,15,1128,218,803,3,803,0,1,15,TH,4,4,1,No,20,4,8517,4
P21A,16,1615,224,224,1,1422,0,-1,16,RL,5,4,2,No,51,4,7025,5
P21A,17,1406,680,680,1,4622,0,1,17,TH,6,4,1,No,56,4,10022,6
P21A,18,938,407,563,2,563,0,-1,18,RH,5,5,1,No,70,5,4146,5
P21A,19,634,153,153,1,1567,0,-1,19,RH,5,5,2,No,6,5,4612,5
P21A,20,1499,184,1363,6,1363,0,-1,20,RH,4,7,2,No,42,7,6880,4
P21A,21,1204,324,1204,4,1204,0,-1,21,RH,5,6,2,No,14,6,5603,5
P21A,22,1166,180,180,1,180,0,-1,22,TL,5,3,1,No,53,3,7668,5
P21A,23,1071,245,380,2,1006,0,-1,23,RL,4,6,3,No,43,6,4919,4
P21A,24,738,209,364,2,364,0,-1,24,RL,9,6,2,No,47,6,5832,9
P21A,25,1225,214,214,1,1605,0,-1,25,TL,5,5,2,No,21,5,5676,5
P21A,26,1059,204,584,2,933,0,-1,26,RL,6,6,2,No,19,6,5901,6
P21A,27,2084,149,1671,5,1671,0,-1,27,TL,6,3,1,No,33,3,6046,6
P21A,28,449,281,281,1,281,0,-1,28,TL,5,4,1,No,69,4,6160,5
P21A,29,744,259,259,1,1145,0,-1,29,TL,6,5,2,No,13,5,4382,6
P21A,30,1587,316,1587,6,1587,0,-1,30,TL,6,5,2,No,49,5,9031,6
P21A,31,2573,312,756,2,756,0,-1,31,RH,4,5,2,No,18,5,8273,4
P21A,32,2212,546,2212,6,2212,0,-1,32,RL,4,5,2,No,71,5,4739,4
P21A,33,1295,258,728,2,728,0,-1,33,TL,5,4,2,No,41,4,6001,5
P21A,34,1058,287,287,1,1197,0,-1,34,TL,8,4,1,No,5,4,6796,8
P21A,35,1446,343,597,2,1712,0,-1,35,TL,8,5,2,No,29,5,7661,8
P21A,36,512,172,172,1,805,0,-1,36,RH,6,4,2,No,74,4,3863,6
P21A,37,673,224,224,1,878,0,1,37,TH,4,4,1,No,44,4,5411,4
P21A,38,988,205,753,3,753,0,1,38,TH,4,4,1,No,8,4,7032,4
P21A,39,1508,321,1508,5,1508,0,-1,39,RH,5,5,1,No,26,5,3894,5
P21A,40,848,266,848,3,848,0,0,40,TH,7,4,1,No,28,4,13938,7
P21A,41,505,213,505,2,505,0,1,41,TH,5,3,1,No,80,3,11428,5
P21A,42,2695,186,1781,6,1781,0,-1,42,RL,5,6,2,No,39,6,8331,5
P21A,43,1107,331,524,2,524,0,-1,43,RH,6,5,1,No,34,5,7528,6
P21A,44,926,350,926,3,926,0,-1,44,RL,5,5,2,No,75,5,3575,5
P21A,45,1350,257,568,2,568,0,-1,45,TL,5,4,2,No,25,4,6882,5
P21A,46,325,325,325,1,325,0,1,46,TH,6,3,1,No,32,3,5577,6
P21A,47,2373,205,2373,6,2373,0,1,47,TH,6,5,2,No,24,5,6406,6
P21A,48,750,424,750,3,750,0,1,48,TH,7,4,2,No,72,4,7224,7
P21A,49,623,320,320,1,320,0,-1,49,RL,4,4,1,No,79,4,7390,4
P21A,50,921,263,530,2,530,0,-1,50,RH,4,5,2,No,2,5,6231,4
P21A,51,295,191,295,2,295,0,-1,51,TL,4,4,2,No,61,4,9726,4
P21A,52,2390,381,2252,7,2707,0,1,52,TH,4,4,2,No,76,4,7982,4
P21A,53,473,198,473,2,473,0,-1,53,RH,4,5,2,No,78,5,6540,4
P21A,54,579,211,211,1,955,0,-1,54,TL,7,3,1,No,65,3,7044,7
P21A,55,1912,670,1912,4,1912,0,1,55,TH,6,4,2,No,68,4,7498,6
P21A,56,336,140,336,2,336,0,-1,56,RH,6,6,1,No,66,6,3367,6
P21A,57,1207,322,1207,5,1207,0,1,57,TH,4,4,1,No,36,4,5327,4
P21A,58,1889,664,1889,4,1889,0,0,58,TH,6,4,1,No,16,4,5507,6
P21A,59,763,259,763,3,763,0,-1,59,RL,5,6,2,No,7,5,3143,5
P21A,60,1346,204,1115,3,1115,0,1,60,TH,5,5,2,No,40,5,8458,5
P21A,61,1378,329,530,2,530,0,-1,61,TL,5,5,3,No,37,5,6725,5
P21A,62,845,200,845,3,845,0,1,62,TH,5,5,2,No,12,5,6097,5
P21A,63,927,233,927,4,927,0,1,63,TH,6,4,1,No,48,4,6651,6
P21A,64,1141,248,1141,3,1141,0,-1,64,RL,5,5,1,No,55,5,4875,5
P21A,65,3353,425,910,3,2410,0,-1,65,TL,5,6,3,No,17,6,8911,5
P21A,66,418,277,418,2,418,0,-1,66,RL,6,7,1,No,27,7,4375,6
P21A,67,458,260,458,2,458,0,-1,67,RL,4,7,2,No,15,7,3347,4
P21A,68,431,225,431,2,431,0,-1,68,TL,4,4,2,No,1,4,2645,4
P21A,69,0,NA,NA,NA,NA,1,-1,69,TL,5,4,1,No,45,4,3497,5
P21A,70,413,210,413,2,413,0,-1,70,RH,6,6,1,No,10,6,3447,6
P21A,71,842,253,842,3,842,0,-1,71,RH,4,6,3,No,38,6,4261,4
P21A,72,1946,246,895,4,895,0,-1,72,RL,6,4,1,No,31,4,6897,6
P21A,73,904,700,904,2,904,0,-1,73,RH,4,5,1,No,54,5,3691,4
P21A,74,550,315,315,1,315,0,-1,74,RL,6,5,2,No,23,5,5512,6
P21A,75,922,285,285,1,2234,0,1,75,TH,7,3,1,No,64,3,6041,7
P21A,76,667,303,667,2,667,0,-1,76,TL,6,4,2,No,77,4,6331,6
P21A,77,1210,278,1210,4,1210,0,1,77,TH,4,4,1,No,4,4,4884,4
P21A,78,412,223,412,2,412,0,-1,78,RH,5,5,1,No,46,5,2534,5
P21A,79,2140,301,1246,4,2567,0,-1,79,TL,4,4,1,No,9,4,5936,4
P21A,80,905,332,905,3,905,0,1,80,TH,7,4,1,No,60,4,5958,7
P21A,81,1956,319,1281,4,1281,0,-1,81,TL,8,4,1,No,57,4,11742,8
P21A,82,1379,263,484,2,484,0,-1,82,RL,4,5,2,No,3,5,3751,4
P21A,83,1401,315,1118,3,1118,0,-1,83,TL,6,4,2,No,73,4,5205,6
P21A,84,459,209,459,2,459,0,-1,84,RL,4,6,2,No,67,6,4202,4
P22B,5,1082,368,1082,2,1082,0,1,5,RL,4,6,1,No,4,6,2780,4
P22B,6,622,334,622,2,622,0,-1,6,TH,6,5,2,No,49,5,4029,6
P22B,7,979,189,979,2,979,0,-1,7,TH,5,5,3,No,37,5,3067,5
P22B,8,459,233,459,2,459,0,1,8,RL,6,7,1,No,56,7,2880,6
P22B,9,472,472,472,1,472,1,-1,9,RH,5,4,2,No,51,4,3256,5
P22B,10,301,133,133,1,133,0,-1,10,TL,4,5,3,No,38,5,3195,4
P22B,11,681,201,428,2,428,0,1,11,RL,7,5,1,No,28,5,3837,7
P22B,12,559,197,428,2,428,0,-1,12,RH,5,6,2,No,7,6,1911,5
P22B,13,692,229,229,1,229,0,1,13,RL,7,5,2,No,72,5,2811,7
P22B,14,401,401,401,1,401,0,1,14,RL,6,6,1,No,32,6,3673,6
P22B,15,1189,265,1189,3,1189,0,-1,15,TL,6,4,1,No,34,4,4047,6
P22B,16,263,169,263,2,263,0,-1,16,TH,5,4,1,No,45,4,2020,5
P22B,17,998,260,998,2,998,0,-1,17,TL,4,4,2,No,2,4,3798,4
P22B,18,302,302,302,1,302,0,-1,18,TL,5,4,2,No,30,4,2269,5
P22B,19,383,205,383,2,383,0,1,19,RL,5,6,2,No,12,6,2722,5
P22B,20,1078,253,1078,4,1078,0,-1,20,TL,5,5,2,No,22,5,2382,5
P22B,21,880,303,670,2,670,0,-1,21,TL,5,4,2,No,6,4,2807,5
P22B,22,326,132,326,2,326,0,-1,22,TH,5,4,2,No,25,4,2634,5
P22B,23,335,138,335,2,335,0,-1,23,TL,5,5,2,No,50,5,2636,5
P22B,24,955,436,670,2,670,0,-1,24,TH,8,5,2,No,29,5,4391,8
P22B,25,800,150,150,1,1410,0,-1,25,TH,8,4,1,No,57,4,6004,8
P22B,26,674,228,228,1,228,0,-1,26,TL,5,4,1,No,26,4,2779,5
P22B,27,98,98,98,1,98,0,1,27,RL,4,5,1,No,20,5,2007,4
P22B,28,738,176,176,1,176,0,1,28,RL,4,6,1,No,8,6,2549,4
P22B,29,1231,466,673,2,673,0,1,29,RL,6,6,1,No,48,6,3666,6
P22B,30,769,169,769,2,769,0,-1,30,TL,6,4,1,No,66,4,3732,6
P22B,31,579,180,404,2,404,0,-1,31,RH,4,4,1,No,79,4,3761,4
P22B,32,1212,149,1212,4,1212,0,-1,32,TL,4,4,1,No,58,4,2716,4
P22B,33,873,248,873,2,873,0,-1,33,TL,4,5,2,No,18,5,3241,4
P22B,34,381,381,381,1,381,0,-1,34,TH,6,5,2,No,13,5,2763,6
P22B,35,800,312,800,2,800,0,-1,35,RH,5,5,1,No,55,5,3452,5
P22B,36,370,370,370,1,370,0,-1,36,TL,6,4,2,No,74,4,3069,6
P22B,37,704,300,704,2,704,0,-1,37,TL,5,4,1,No,46,4,3352,5
P22B,38,139,139,139,1,139,0,-1,38,TH,6,3,1,No,33,3,2640,6
P22B,39,420,420,420,1,420,0,1,39,RL,4,4,2,No,76,4,4290,4
P22B,40,646,277,277,1,382,0,-1,40,RH,4,6,3,No,43,6,3015,4
P22B,41,216,216,216,1,216,0,-1,41,TH,4,4,1,No,9,4,2120,4
P22B,42,216,216,216,1,216,0,-1,42,RH,4,6,2,No,67,6,2673,4
P22B,43,521,339,521,2,521,0,-1,43,RH,8,6,1,No,59,6,2948,8
P22B,44,305,305,305,1,305,0,1,44,RL,7,4,1,No,64,4,3181,7
P22B,45,620,300,300,1,300,0,-1,45,TL,4,3,1,No,54,3,2551,4
P22B,46,547,381,547,2,547,0,0,46,RL,4,5,1,No,44,5,4210,4
P22B,47,725,725,725,1,725,0,-1,47,TH,8,4,1,No,5,4,4344,8
P22B,48,341,341,341,1,341,0,1,48,RL,5,3,1,No,80,3,2928,5
P22B,49,415,243,415,2,415,0,1,49,RL,5,5,2,No,40,5,2791,5
P22B,50,656,327,656,2,656,0,-1,50,RH,6,6,1,No,27,6,2524,6
P22B,51,444,207,444,2,444,0,-1,51,RH,6,5,2,No,23,5,3775,6
P22B,52,223,223,223,1,223,0,-1,52,RH,4,4,2,No,71,4,2862,4
P22B,53,158,158,158,1,158,0,-1,53,RH,6,5,2,No,19,5,2710,6
P22B,54,202,202,202,1,202,0,-1,54,TH,5,4,2,No,41,4,2513,5
P22B,55,388,141,388,2,388,0,-1,55,RH,9,6,2,No,47,6,3927,9
P22B,56,818,574,574,1,574,0,-1,56,TL,6,4,1,No,10,4,4260,6
P22B,57,296,296,296,1,296,0,-1,57,TH,6,4,2,No,73,4,3468,6
P22B,58,525,228,228,1,1175,0,-1,58,TL,7,4,1,No,62,4,3492,7
P22B,59,501,501,501,1,501,0,-1,59,TH,7,3,1,No,65,3,3684,7
P22B,60,290,123,290,2,290,0,-1,60,RH,4,6,2,No,15,6,3482,4
P22B,61,269,269,269,1,269,0,-1,61,TH,5,5,2,No,21,5,3515,5
P22B,62,973,352,973,2,973,0,-1,62,TH,4,4,2,No,1,4,3612,4
P22B,63,149,149,149,1,149,0,-1,63,RH,4,6,2,No,3,6,3168,4
P22B,64,313,313,313,1,313,0,-1,64,TH,5,3,1,No,53,3,4616,5
P22B,65,851,355,851,2,851,0,-1,65,TL,5,3,1,No,70,3,4170,5
P22B,66,249,249,249,1,249,0,-1,66,RH,6,3,1,No,31,3,2982,6
P22B,67,529,202,202,1,202,0,-1,67,RH,5,5,2,No,39,5,4609,5
P22B,68,605,314,605,2,605,0,-1,68,RH,8,5,1,No,63,5,4109,8
P22B,69,560,408,560,2,560,0,1,69,RL,6,7,2,No,24,7,3242,6
P22B,70,645,645,645,1,645,0,-1,70,TH,6,4,2,No,77,4,4031,6
P22B,71,169,169,169,1,169,0,-1,71,TL,4,3,2,No,42,5,3579,4
P22B,72,646,266,266,1,266,0,1,72,RL,6,5,1,No,16,5,3127,6
P22B,73,862,264,862,3,862,0,1,73,RL,4,5,1,No,36,5,2738,4
P22B,74,1384,606,1384,2,1384,0,-1,74,TL,5,5,2,No,14,5,4022,5
