RECORDING_SESSION_LABEL,TRIAL_INDEX,IA_DWELL_TIME,IA_FIRST_FIXATION_DURATION,IA_FIRST_RUN_DWELL_TIME,IA_FIRST_RUN_FIXATION_COUNT,IA_REGRESSION_PATH_DURATION,IA_SKIP,BUTTON_ACCURACY,Trial_Index_,cond_name,indexofia,length_pre,target_matras,practice,stim_num,target_length,TRIAL_DWELL_TIME,IA_ID
P22B,75,1397,308,1142,4,1142,0,1,75,RL,7,6,1,No,60,6,4031,7
P22B,76,250,250,250,1,250,0,-1,76,TH,5,4,1,No,69,4,2671,5
P22B,77,499,252,499,2,499,0,1,77,RL,4,4,2,No,52,4,3329,4
P22B,78,599,283,599,2,599,0,-1,78,TH,4,4,2,No,61,4,3644,4
P22B,79,661,193,193,1,608,0,-1,79,RH,5,6,2,No,75,6,3326,5
P22B,80,646,225,460,2,931,0,-1,80,RH,6,5,2,No,11,5,3401,6
P22B,81,1257,525,525,1,1576,0,-1,81,RH,4,6,1,No,35,6,3984,4
P22B,82,830,182,182,1,182,0,1,82,RL,6,5,2,No,68,5,4647,6
P22B,83,695,216,695,2,695,0,-1,83,TH,5,6,3,No,17,6,3413,5
P22B,84,262,262,262,1,262,0,-1,84,TL,4,4,2,No,78,4,4461,4
P23C,5,238,238,238,1,238,0,-1,5,TH,4,4,2,No,78,4,3637,4
P23C,6,275,275,275,1,275,0,-1,6,TH,6,4,1,No,66,4,1714,6
P23C,7,1294,689,689,1,689,0,-1,7,RL,4,5,2,No,1,5,3291,4
P23C,8,228,228,228,1,228,0,-1,8,TL,4,3,1,No,79,3,2464,4
P23C,9,594,446,594,2,594,0,-1,9,RL,8,8,2,No,29,8,3951,8
P23C,10,482,295,482,2,482,0,1,10,RH,7,4,1,No,64,4,3036,7
P23C,11,197,197,197,1,197,0,-1,11,TH,5,4,1,No,46,4,1843,5
P23C,12,411,240,411,2,411,0,1,12,RH,5,5,2,No,40,5,1976,5
P23C,13,249,249,249,1,249,0,1,13,RH,4,5,1,No,36,5,3435,4
P23C,14,342,342,342,1,342,0,-1,14,TL,6,3,1,No,31,3,2937,6
P23C,15,473,247,389,2,389,0,-1,15,TH,5,5,2,No,50,5,2764,5
P23C,16,498,336,498,2,498,0,-1,16,RL,6,6,2,No,49,6,3733,6
P23C,17,379,379,379,1,379,0,-1,17,TH,6,4,1,No,34,4,4191,6
P23C,18,240,240,240,1,240,0,-1,18,TH,7,4,1,No,62,4,3754,7
P23C,19,422,215,422,2,422,0,1,19,RH,5,5,2,No,12,5,2592,5
P23C,20,907,228,228,1,228,0,-1,20,RL,5,5,2,No,41,5,3638,5
P23C,21,508,175,175,1,800,0,-1,21,TL,5,4,1,No,55,4,2926,5
P23C,22,1508,282,282,1,993,0,-1,22,RL,7,5,1,No,65,5,4109,7
P23C,23,2673,242,998,4,998,0,-1,23,RL,5,6,1,No,45,6,4442,5
P23C,24,352,352,352,1,352,0,1,24,RH,6,5,1,No,48,5,2776,6
P23C,25,671,501,671,2,671,0,1,25,RH,7,5,2,No,72,5,4136,7
P23C,26,645,234,234,1,565,0,-1,26,TL,4,5,3,No,43,5,3206,4
P23C,27,315,315,315,1,315,0,-1,27,TH,5,3,1,No,70,3,2375,5
P23C,28,295,295,295,1,295,0,1,28,RH,6,6,1,No,56,6,2537,6
P23C,29,278,278,278,1,278,0,-1,29,TL,9,5,2,No,47,5,3796,9
P23C,30,1460,363,585,2,585,0,-1,30,RL,4,5,1,No,9,5,3747,4
P23C,31,367,367,367,1,367,0,1,31,RH,4,6,1,No,8,6,2609,4
P23C,32,314,314,314,1,314,0,-1,32,TL,4,4,2,No,3,4,2896,4
P23C,33,810,284,480,2,1091,0,-1,33,TL,5,4,2,No,39,4,4282,5
P23C,34,245,245,245,1,245,0,-1,34,TL,6,4,1,No,27,4,3286,6
P23C,35,709,253,709,3,709,0,1,35,RH,6,5,2,No,68,5,3709,6
P23C,36,447,220,220,1,635,0,-1,36,TL,4,4,2,No,71,4,1732,4
P23C,37,138,138,138,1,138,0,1,37,RH,5,4,1,No,80,4,2468,5
P23C,38,1162,390,1162,4,1162,0,-1,38,RL,8,5,1,No,57,5,4038,8
P23C,39,242,242,242,1,242,0,-1,39,TH,6,4,1,No,10,4,3288,6
P23C,40,667,488,488,1,875,0,-1,40,TL,8,3,1,No,63,3,3840,8
P23C,41,267,267,267,1,267,0,-1,41,RL,6,4,2,No,77,4,2704,6
P23C,42,169,169,169,1,169,0,-1,42,TH,6,4,2,No,74,4,2787,6
P23C,43,218,218,218,1,218,0,1,43,RH,7,6,1,No,60,6,3178,7
P23C,44,423,219,423,2,423,0,-1,44,TL,4,3,1,No,35,3,2462,4
P23C,45,232,232,232,1,232,0,-1,45,TH,5,4,2,No,6,4,2069,5
P23C,46,1036,278,278,1,278,0,-1,46,TH,5,4,2,No,30,4,2725,5
P23C,47,222,222,222,1,222,0,-1,47,TH,5,4,1,No,26,4,2557,5
P23C,48,1122,277,1122,4,1122,0,-1,48,RL,4,5,2,No,61,5,3562,4
P23C,49,415,228,415,2,415,0,1,49,RH,7,6,1,No,28,6,3542,7
P23C,50,648,269,648,3,648,0,1,50,RH,6,7,2,No,24,7,3141,6
P23C,51,517,264,517,2,517,0,-1,51,TL,6,5,2,No,19,5,2940,6
P23C,52,505,232,505,2,505,0,-1,52,TH,4,5,2,No,18,5,2178,4
P23C,53,429,298,429,2,429,0,-1,53,RL,6,6,2,No,13,6,2780,6
P23C,54,210,210,210,1,210,0,1,54,RH,6,4,1,No,32,4,3032,6
P23C,55,217,217,217,1,217,0,-1,55,RL,5,5,1,No,53,5,2427,5
P23C,56,259,259,259,1,259,0,-1,56,TH,5,5,2,No,14,5,2568,5
P23C,57,488,318,318,1,318,0,-1,57,RL,5,6,3,No,17,6,3685,5
P23C,58,593,218,593,2,593,0,-1,58,TL,6,5,2,No,11,5,3109,6
P23C,59,789,377,789,2,789,0,-1,59,TL,4,5,2,No,15,5,2594,4
P23C,60,297,297,297,1,297,0,1,60,RH,4,5,1,No,4,5,2470,4
P23C,61,482,295,482,2,482,0,-1,61,RL,5,6,3,No,37,6,3466,5
P23C,62,561,254,561,3,561,0,-1,62,RL,5,5,1,No,69,5,3355,5
P23C,63,306,306,306,1,306,0,-1,63,TH,4,3,1,No,54,3,2304,4
P23C,64,363,139,363,2,363,0,-1,64,TH,4,4,2,No,2,4,2510,4
P23C,65,322,232,232,1,232,0,1,65,RH,4,4,2,No,52,4,2685,4
P23C,66,1199,238,661,2,661,0,-1,66,RL,6,5,1,No,33,5,3723,6
P23C,67,634,159,634,4,634,0,-1,67,TL,4,5,2,No,67,5,3218,4
P23C,68,221,221,221,1,410,0,-1,68,TH,5,5,2,No,22,5,1821,5
P23C,69,264,264,264,1,264,0,-1,69,TH,4,4,1,No,58,4,1993,4
P23C,70,420,244,420,2,420,0,1,70,RH,4,5,1,No,44,5,2860,4
P23C,71,358,358,358,1,358,0,-1,71,TH,4,5,3,No,38,5,3666,4
P23C,72,515,318,515,2,515,0,1,72,RH,4,5,1,No,20,5,1994,4
P23C,73,542,283,283,1,1090,0,-1,73,TL,8,4,1,No,59,4,3529,8
P23C,74,509,280,280,1,280,0,-1,74,TL,5,4,2,No,51,4,3104,5
P23C,75,546,257,546,2,546,0,-1,75,RL,5,5,2,No,25,5,2468,5
P23C,76,254,254,254,1,254,0,-1,76,TL,5,4,2,No,7,4,1101,5
P23C,77,686,425,686,2,686,0,-1,77,RL,6,5,2,No,73,5,2980,6
P23C,78,528,272,528,2,528,0,-1,78,TH,4,3,2,No,42,5,3213,4
P23C,79,699,699,699,1,699,0,-1,79,TL,5,4,2,No,75,4,3039,5
P23C,80,348,230,348,2,348,0,1,80,RH,6,6,1,No,16,6,3320,6
P23C,81,590,331,331,1,331,0,-1,81,RL,8,5,1,No,5,5,4231,8
P23C,82,228,228,228,1,228,0,1,82,RH,4,5,2,No,76,5,2931,4
P23C,83,561,408,561,2,561,0,-1,83,TL,6,5,2,No,23,5,3139,6
P23C,84,644,456,644,2,644,0,-1,84,RL,5,5,2,No,21,5,3077,5
P24D,5,1202,396,396,1,396,0,1,5,TL,7,4,1,No,60,4,6251,7
P24D,6,1893,136,136,1,1659,0,1,6,TL,4,4,1,No,20,4,5169,4
P24D,7,518,518,518,1,518,0,1,7,TL,6,4,1,No,16,4,5199,6
P24D,8,849,154,154,1,1617,0,-1,8,TH,4,3,1,No,35,3,3326,4
P24D,9,597,97,97,1,3331,0,-1,9,TH,8,3,1,No,63,3,4828,8
P24D,10,324,324,324,1,324,0,-1,10,RL,6,4,2,No,74,4,3670,6
P24D,11,1022,259,1022,4,1022,0,-1,11,RH,4,5,2,No,1,5,3415,4
P24D,12,664,190,664,3,1126,0,1,12,TL,6,4,1,No,56,4,3747,6
P24D,13,869,189,189,1,1163,0,-1,13,RL,6,5,1,No,10,5,4915,6
P24D,14,630,446,630,2,630,0,-1,14,RH,5,4,2,No,41,4,3351,5
P24D,15,290,290,290,1,290,0,-1,15,TH,4,3,1,No,79,3,4419,4
P24D,16,259,259,259,1,259,0,-1,16,TH,6,3,1,No,31,3,3926,6
P24D,17,341,341,341,1,341,0,-1,17,RH,8,6,1,No,57,6,4702,8
P24D,18,608,416,416,1,757,0,-1,18,RH,5,6,1,No,69,6,4808,5
P24D,19,543,162,162,1,728,0,-1,19,TH,6,4,1,No,27,4,3353,6
P24D,20,333,175,333,2,333,0,-1,20,TH,6,5,2,No,19,5,3699,6
P24D,21,242,242,242,1,242,0,-1,21,RL,4,5,2,No,42,5,3366,4
P24D,22,1156,288,561,2,1065,0,-1,22,RL,4,6,1,No,58,6,2919,4
P24D,23,480,317,480,2,480,0,-1,23,RH,7,3,1,No,65,3,2622,7
P24D,24,398,398,398,1,398,0,1,24,TL,7,3,1,No,64,3,3992,7
P24D,25,384,384,384,1,384,0,-1,25,RH,5,4,1,No,53,4,4156,5
P24D,26,666,245,245,1,245,0,-1,26,RL,5,5,2,No,6,5,4175,5
P24D,27,1612,283,1612,4,1612,0,-1,27,RH,5,6,3,No,17,6,5113,5
P24D,28,593,593,593,1,593,0,-1,28,TH,5,4,1,No,55,4,3316,5
P24D,29,399,399,399,1,399,0,-1,29,TH,9,5,2,No,47,5,5000,9
P24D,30,510,510,510,1,510,0,-1,30,RL,7,6,1,No,62,6,4388,7
P24D,31,486,486,486,1,486,0,-1,31,RL,5,5,2,No,50,5,3319,5
P24D,32,471,283,471,2,471,0,-1,32,RH,6,5,2,No,13,5,3068,6
P24D,33,521,521,521,1,521,0,-1,33,TH,5,4,2,No,51,4,2753,5
P24D,34,332,332,332,1,332,0,-1,34,RH,4,5,2,No,61,5,2827,4
P24D,35,291,291,291,1,291,0,-1,35,RL,4,5,2,No,78,5,4578,4
P24D,36,278,278,278,1,278,0,-1,36,RH,5,4,2,No,25,4,2029,5
P24D,37,1049,312,895,3,895,0,-1,37,RH,6,6,2,No,77,6,4641,6
P24D,38,963,299,715,2,715,0,-1,38,RL,5,5,1,No,46,5,3736,5
P24D,39,978,565,565,1,565,0,1,39,TL,6,4,1,No,48,4,3838,6
P24D,40,393,393,393,1,393,0,-1,40,TH,8,4,1,No,59,4,3232,8
P24D,41,1473,639,639,1,639,0,1,41,TL,4,4,1,No,4,4,4136,4
P24D,42,339,339,339,1,586,0,-1,42,RL,5,5,1,No,26,5,3576,5
P24D,43,397,397,397,1,397,0,1,43,TL,6,5,2,No,24,5,3822,6
P24D,44,379,379,379,1,379,0,1,44,TL,7,4,2,No,72,4,3257,7
P24D,45,1010,275,808,2,808,0,-1,45,TH,5,4,2,No,39,4,4347,5
P24D,46,484,231,484,2,484,0,-1,46,RL,4,5,1,No,54,5,2727,4
P24D,47,364,364,364,1,364,0,1,47,TL,5,4,2,No,40,4,2586,5
P24D,48,1193,281,1193,4,1193,0,-1,48,RL,5,8,2,No,22,8,4276,5
P24D,49,603,250,603,2,603,0,-1,49,RL,4,5,2,No,18,5,3196,4
P24D,50,231,231,231,1,231,0,-1,50,RH,5,7,1,No,45,7,2922,5
P24D,51,326,326,326,1,326,0,-1,51,RH,5,5,3,No,37,5,3112,5
P24D,52,697,697,697,1,697,0,-1,52,TH,4,5,2,No,15,5,3378,4
P24D,53,1386,500,1386,4,1386,0,-1,53,RL,5,7,2,No,14,7,3878,5
P24D,54,414,414,414,1,414,0,-1,54,RH,8,5,1,No,5,5,3783,8
P24D,55,382,382,382,1,382,0,-1,55,TH,6,5,2,No,11,5,4013,6
P24D,56,767,767,767,1,767,0,-1,56,RL,6,5,1,No,66,5,4694,6
P24D,57,1383,201,201,1,1074,0,-1,57,RH,8,5,2,No,29,5,5722,8
P24D,58,197,197,197,1,197,0,-1,58,TH,6,5,2,No,23,5,2648,6
P24D,59,754,345,552,2,552,0,-1,59,RL,4,4,3,No,38,4,3889,4
P24D,60,612,192,192,1,796,0,1,60,TL,4,4,2,No,76,4,4024,4
P24D,61,333,333,333,1,333,0,1,61,TL,5,5,2,No,12,5,3597,5
P24D,62,1190,423,423,1,423,0,1,62,TL,4,4,1,No,36,4,4932,4
P24D,63,428,428,428,1,428,0,-1,63,RH,4,6,1,No,9,6,4082,4
P24D,64,281,281,281,1,281,0,-1,64,TH,4,5,2,No,67,5,4300,4
P24D,65,824,163,163,1,1008,0,-1,65,TH,4,5,3,No,43,5,3970,4
P24D,66,743,345,743,3,743,0,1,66,TL,7,4,1,No,28,4,4764,7
P24D,67,453,453,453,1,453,0,1,67,TL,6,3,1,No,32,3,4308,6
P24D,68,825,199,383,2,383,0,-1,68,RL,5,3,1,No,70,3,4432,5
P24D,69,0,NA,NA,NA,NA,1,1,69,TL,4,4,2,No,52,4,3225,4
P24D,70,407,407,407,1,407,0,-1,70,RH,6,4,2,No,73,4,2647,6
P24D,71,1032,150,317,2,1405,0,1,71,TL,6,4,2,No,68,4,5669,6
P24D,72,1783,246,565,2,1867,0,-1,72,RL,6,5,1,No,34,5,5319,6
P24D,73,766,539,539,1,539,0,-1,73,TH,4,4,2,No,3,4,3716,4
P24D,74,558,314,558,2,558,0,-1,74,RH,5,6,2,No,21,6,3110,5
P24D,75,762,557,557,1,928,0,-1,75,TH,5,4,2,No,75,4,4461,5
P24D,76,693,440,693,2,693,0,-1,76,TH,4,4,2,No,71,4,2431,4
P24D,77,588,588,588,1,588,0,-1,77,RL,5,4,2,No,30,4,2836,5
P24D,78,768,345,607,2,607,0,1,78,TL,5,3,1,No,80,3,4293,5
P24D,79,395,395,395,1,395,1,1,79,TL,4,4,1,No,8,4,2055,4
P24D,80,447,447,447,1,447,0,-1,80,RL,4,6,2,No,2,6,3267,4
P24D,81,440,440,440,1,440,0,1,81,TL,4,4,1,No,44,4,2985,4
P24D,82,894,713,713,1,713,0,-1,82,TH,5,4,2,No,7,4,3705,5
P24D,83,350,350,350,1,350,0,-1,83,RH,6,4,1,No,33,4,3561,6
P24D,84,561,312,561,2,723,0,-1,84,RH,6,6,2,No,49,6,4213,6
P25A,5,274,274,274,1,274,0,1,5,TH,4,4,1,No,4,4,4096,4
P25A,6,777,118,118,1,1005,0,-1,6,RL,6,6,2,No,19,6,4734,6
P25A,7,331,331,331,1,331,0,1,7,TH,6,4,1,No,16,4,3849,6
P25A,8,438,237,237,1,237,0,-1,8,TL,5,4,1,No,69,4,4744,5
P25A,9,2277,465,781,2,781,0,0,9,TH,7,4,1,No,28,4,11186,7
P25A,10,756,242,756,2,756,0,-1,10,RH,5,5,1,No,26,5,3905,5
P25A,11,298,298,298,1,298,0,-1,11,RH,6,5,1,No,34,5,4381,6
P25A,12,956,96,96,1,1606,0,-1,12,RH,4,5,2,No,78,5,8353,4
P25A,13,520,371,371,1,371,0,-1,13,RL,9,6,2,No,47,6,4346,9
P25A,14,530,318,530,2,530,0,1,14,TH,5,5,2,No,12,5,3746,5
P25A,15,710,474,474,1,474,0,-1,15,RL,4,5,2,No,71,5,4008,4
P25A,16,276,276,276,1,276,1,-1,16,TL,6,4,2,No,73,4,3473,6
P25A,17,0,NA,NA,NA,NA,1,1,17,TH,6,3,1,No,32,3,4041,6
P25A,18,295,105,105,1,2259,0,1,18,TH,5,3,1,No,80,3,5135,5
P25A,19,170,170,170,1,170,0,-1,19,TL,5,4,2,No,25,4,3653,5
P25A,20,1043,191,191,1,2032,0,-1,20,TL,6,5,2,No,13,5,5076,6
P25A,21,634,284,634,2,634,0,-1,21,RH,5,5,1,No,46,5,2861,5
P25A,22,760,193,193,1,1081,0,-1,22,RL,4,6,3,No,43,6,3542,4
P25A,23,935,354,727,2,727,0,-1,23,RH,4,6,1,No,58,6,2809,4
P25A,24,550,297,297,1,297,0,1,24,TH,7,3,1,No,64,3,3544,7
P25A,25,350,350,350,1,350,0,-1,25,TL,5,4,2,No,41,4,4179,5
P25A,26,750,241,507,2,507,0,-1,26,RL,8,5,1,No,63,5,4162,8
P25A,27,594,256,594,2,594,0,-1,27,TL,6,5,2,No,49,5,4140,6
P25A,28,788,191,654,2,654,0,-1,28,RL,6,7,1,No,27,7,4664,6
P25A,29,1030,309,309,1,309,0,-1,29,RH,4,5,1,No,54,5,3838,4
P25A,30,754,224,482,2,482,0,-1,30,RL,4,7,2,No,15,7,4826,4
P25A,31,336,187,336,2,336,0,-1,31,RL,5,5,1,No,55,5,3960,5
P25A,32,859,256,859,3,859,0,-1,32,TL,6,4,2,No,77,4,4288,6
P25A,33,861,163,693,2,693,0,1,33,TH,4,4,1,No,44,4,4129,4
P25A,34,1857,251,548,2,548,0,1,34,TH,6,5,2,No,24,5,4358,6
P25A,35,1130,469,469,1,469,0,-1,35,RL,6,5,2,No,23,5,4810,6
P25A,36,1116,609,863,2,863,0,-1,36,RL,8,7,1,No,59,7,5561,8
P25A,37,558,266,558,2,558,0,1,37,TH,4,4,1,No,8,4,2803,4
P25A,38,2083,308,1008,3,1008,0,-1,38,RL,5,6,2,No,39,6,10861,5
P25A,39,195,195,195,1,195,0,-1,39,TL,4,4,2,No,61,4,3511,4
P25A,40,691,375,375,1,375,0,-1,40,RH,6,6,1,No,10,6,5920,6
P25A,41,1103,182,724,3,724,0,-1,41,RL,5,6,2,No,7,5,4756,5
P25A,42,855,249,583,2,583,0,-1,42,RH,4,6,3,No,38,6,4463,4
P25A,43,348,348,348,1,348,0,1,43,TH,7,4,2,No,72,4,3880,7
P25A,44,516,197,516,2,516,0,-1,44,TL,4,4,2,No,1,4,3389,4
P25A,45,580,367,367,1,367,0,1,45,TH,4,4,1,No,36,4,4571,4
P25A,46,1292,161,627,2,627,0,-1,46,TL,6,3,1,No,33,3,4047,6
P25A,47,1309,315,575,2,575,0,-1,47,RL,4,5,2,No,3,5,3918,4
P25A,48,888,301,762,2,762,0,1,48,TH,6,4,2,No,68,4,5052,6
P25A,49,493,248,248,1,248,0,1,49,TH,4,4,2,No,52,4,3617,4
P25A,50,1300,321,321,1,321,0,1,50,TH,4,4,2,No,76,4,7096,4
P25A,51,262,262,262,1,262,0,-1,51,RH,6,6,1,No,66,6,3193,6
P25A,52,1525,193,456,2,456,0,-1,52,RL,6,6,2,No,11,6,6236,6
P25A,53,337,337,337,1,337,0,-1,53,RH,5,5,2,No,6,5,2380,5
P25A,54,398,217,398,2,398,0,-1,54,RH,7,6,1,No,62,6,4723,7
P25A,55,1339,436,907,3,907,0,-1,55,TL,5,6,3,No,17,6,4177,5
P25A,56,1050,180,544,2,544,0,-1,56,RL,5,5,2,No,75,5,4245,5
P25A,57,1037,333,333,1,333,0,-1,57,TL,8,4,1,No,5,4,6495,8
P25A,58,1464,284,843,3,843,0,-1,58,RH,5,6,2,No,14,6,5053,5
P25A,59,721,207,207,1,969,0,-1,59,TL,5,5,2,No,21,5,4792,5
P25A,60,493,142,142,1,944,0,-1,60,RH,5,5,1,No,70,5,4540,5
P25A,61,703,127,703,3,703,0,-1,61,RH,5,5,2,No,50,5,2889,5
P25A,62,474,203,474,2,474,0,-1,62,RH,5,5,2,No,22,5,3008,5
P25A,63,169,169,169,1,169,0,-1,63,TL,5,3,1,No,53,3,3407,5
P25A,64,777,423,423,1,423,0,-1,64,RH,4,7,2,No,42,7,3978,4
P25A,65,278,278,278,1,278,0,1,65,TH,6,4,1,No,56,4,3789,6
P25A,66,566,173,566,2,566,0,-1,66,RL,4,6,2,No,67,6,5096,4
P25A,67,1555,417,1278,3,1278,0,-1,67,TL,7,3,1,No,65,3,5147,7
P25A,68,503,255,255,1,255,0,-1,68,RH,4,5,2,No,18,5,3773,4
P25A,69,775,208,573,2,573,0,1,69,TH,4,4,1,No,20,4,4454,4
P25A,70,993,306,570,2,570,0,-1,70,TL,8,4,1,No,57,4,8626,8
P25A,71,600,202,600,2,600,0,1,71,TH,6,4,1,No,48,4,3749,6
P25A,72,274,274,274,1,274,0,-1,72,TL,5,4,1,No,45,4,3070,5
P25A,73,693,270,509,2,509,0,-1,73,RH,6,4,2,No,74,4,4416,6
P25A,74,166,166,166,1,807,1,-1,74,RL,4,4,1,No,79,4,5825,4
P25A,75,289,289,289,1,289,0,-1,75,TL,5,5,3,No,37,5,3820,5
P25A,76,461,173,173,1,692,0,-1,76,TL,4,4,1,No,9,4,3439,4
P25A,77,1040,263,822,3,822,0,-1,77,TL,8,5,2,No,29,5,6237,8
P25A,78,488,488,488,1,488,0,1,78,TH,5,5,2,No,40,5,4806,5
P25A,79,1130,288,533,2,533,0,-1,79,RL,4,5,1,No,35,5,4253,4
P25A,80,332,332,332,1,332,0,1,80,TH,7,4,1,No,60,4,4366,7
P25A,81,238,238,238,1,238,0,-1,81,RH,5,4,2,No,30,4,2401,5
P25A,82,690,127,602,2,602,0,-1,82,RH,4,5,2,No,2,5,3550,4
P25A,83,957,221,221,1,221,0,-1,83,RL,5,4,2,No,51,4,7533,5
P25A,84,276,276,276,1,276,0,-1,84,RL,6,4,1,No,31,4,3686,6
P26B,5,1043,419,419,1,2537,1,-1,5,TH,6,5,2,No,49,5,10406,6
P26B,6,1437,540,540,1,540,0,-1,6,RH,6,5,2,No,19,5,6264,6
P26B,7,0,NA,NA,NA,NA,1,-1,7,TL,6,4,1,No,66,4,2836,6
P26B,8,1264,161,629,3,629,0,-1,8,TL,6,4,2,No,74,4,2014,6
P26B,9,518,171,518,2,518,0,-1,9,TH,6,4,2,No,73,4,2416,6
P26B,10,467,185,467,2,467,0,1,10,RL,7,5,1,No,28,5,4450,7
P26B,11,1363,178,178,1,2076,1,1,11,RL,4,6,1,No,8,6,3862,4
P26B,12,2610,292,648,3,648,0,1,12,RL,6,6,1,No,48,6,6957,6
P26B,13,1040,449,703,3,703,0,-1,13,RH,4,6,2,No,3,6,7082,4
P26B,14,763,262,763,2,763,0,1,14,RL,4,4,2,No,76,4,5251,4
P26B,15,813,167,167,1,1685,0,-1,15,TH,5,4,1,No,45,4,3745,5
P26B,16,1365,131,131,1,2980,0,1,16,RL,7,6,1,No,60,6,5943,7
P26B,17,1143,682,682,1,2076,0,-1,17,TL,6,4,1,No,10,4,7443,6
P26B,18,201,201,201,1,201,0,-1,18,RH,6,3,1,No,31,3,3199,6
P26B,19,801,321,801,2,801,0,-1,19,TH,4,4,2,No,61,4,4477,4
P26B,20,1354,706,706,1,2828,0,-1,20,TL,4,5,2,No,18,5,7411,4
P26B,21,617,238,411,2,411,0,-1,21,RH,8,6,1,No,59,6,3304,8
P26B,22,512,512,512,1,512,0,-1,22,TH,5,5,2,No,21,5,3811,5
P26B,23,1010,325,844,2,844,0,1,23,RL,5,6,2,No,12,6,3999,5
P26B,24,593,157,414,2,414,0,-1,24,RH,5,6,2,No,75,6,2634,5
P26B,25,315,315,315,1,315,0,-1,25,RH,6,5,2,No,23,5,5022,6
P26B,26,753,144,144,1,1563,0,-1,26,RH,4,6,3,No,43,6,3203,4
P26B,27,1216,123,123,1,2407,0,-1,27,TL,4,4,1,No,58,4,3868,4
P26B,28,1006,492,492,1,492,0,-1,28,TL,5,5,2,No,22,5,5040,5
P26B,29,471,296,471,2,471,0,-1,29,TH,8,5,2,No,29,5,6120,8
P26B,30,652,194,194,1,869,0,-1,30,TH,8,4,1,No,57,4,6673,8
P26B,31,339,180,180,1,2967,0,-1,31,TL,5,4,1,No,46,4,3844,5
P26B,32,887,297,297,1,297,1,-1,32,RH,4,6,2,No,67,6,5343,4
P26B,33,990,191,990,2,990,0,-1,33,TL,4,3,2,No,42,5,6865,4
P26B,34,1455,340,1021,3,1021,0,1,34,RL,4,5,1,No,20,5,4554,4
P26B,35,1313,791,1313,3,1313,0,-1,35,TH,8,4,1,No,5,4,6060,8
P26B,36,976,513,976,2,976,0,-1,36,TL,6,4,1,No,34,4,3579,6
P26B,37,447,217,447,2,447,1,-1,37,TH,5,5,3,No,37,5,8331,5
P26B,38,451,85,85,1,629,0,1,38,RL,5,3,1,No,80,3,3486,5
P26B,39,0,NA,NA,NA,NA,1,-1,39,RH,9,6,2,No,47,6,7155,9
P26B,40,384,384,384,1,384,0,-1,40,TL,7,4,1,No,62,4,5333,7
P26B,41,0,NA,NA,NA,NA,1,-1,41,TL,5,4,2,No,30,4,1277,5
P26B,42,496,282,496,2,496,0,1,42,RL,6,7,2,No,24,7,4634,6
P26B,43,373,373,373,1,373,0,-1,43,RH,8,5,1,No,63,5,5155,8
P26B,44,465,465,465,1,465,0,1,44,RL,5,5,2,No,40,5,6487,5
P26B,45,354,354,354,1,354,0,-1,45,TH,5,3,1,No,53,3,1572,5
P26B,46,326,326,326,1,326,0,-1,46,RH,6,6,1,No,27,6,4712,6
P26B,47,539,539,539,1,539,0,-1,47,TH,6,5,2,No,13,5,3885,6
P26B,48,1102,187,187,1,2385,0,-1,48,TH,6,4,2,No,77,4,6049,6
P26B,49,631,321,631,2,631,0,-1,49,RH,4,6,1,No,35,6,3379,4
P26B,50,444,251,251,1,653,0,-1,50,RH,5,5,2,No,39,5,6271,5
P26B,51,723,533,723,2,723,0,-1,51,TH,5,4,1,No,69,4,5274,5
P26B,52,816,204,204,1,1319,0,-1,52,RH,5,4,2,No,51,4,3994,5
P26B,53,452,90,90,1,2767,0,-1,53,TH,4,4,1,No,9,4,4202,4
P26B,54,493,324,324,1,324,0,-1,54,TH,5,4,2,No,41,4,2553,5
P26B,55,460,460,460,1,460,0,1,55,RL,6,5,2,No,68,5,4323,6
P26B,56,1193,452,452,1,2138,0,-1,56,TL,4,4,2,No,2,4,3551,4
P26B,57,1240,278,278,1,278,0,1,57,RL,7,4,1,No,64,4,8619,7
P26B,58,0,NA,NA,NA,NA,1,1,58,RL,6,5,1,No,16,5,3943,6
P26B,59,659,659,659,1,659,0,-1,59,TL,4,3,1,No,54,3,4100,4
P26B,60,950,199,421,2,421,0,1,60,RL,4,6,1,No,4,6,4310,4
P26B,61,420,245,245,1,245,0,1,61,RL,7,5,2,No,72,5,3623,7
P26B,62,512,512,512,1,3017,0,-1,62,TH,4,4,2,No,1,4,5289,4
P26B,63,300,300,300,1,300,0,-1,63,TL,5,5,2,No,14,5,4375,5
P26B,64,420,420,420,1,420,0,-1,64,TL,4,5,3,No,38,5,5442,4
P26B,65,279,279,279,1,279,0,-1,65,TH,6,3,1,No,33,3,4543,6
P26B,66,471,471,471,1,471,0,-1,66,TL,4,4,2,No,78,4,5521,4
P26B,67,294,294,294,1,294,0,1,67,RL,4,5,1,No,44,5,5727,4
P26B,68,376,181,376,2,376,0,1,68,RL,6,6,1,No,32,6,4860,6
P26B,69,874,264,264,1,1466,0,-1,69,TL,5,4,2,No,6,4,5354,5
P26B,70,727,527,527,1,527,0,-1,70,RH,5,5,1,No,55,5,4210,5
P26B,71,515,214,214,1,1270,0,-1,71,RH,4,4,1,No,79,4,6061,4
P26B,72,806,610,806,2,806,0,1,72,RL,4,5,1,No,36,5,4512,4
P26B,73,881,308,659,2,659,0,-1,73,RH,5,6,2,No,7,6,3630,5
