participant,item,congruency,task,IA_LABEL,totread,fpass,spass,regpath,regin,reginc,regout,regoutc,skip,accuracy,rt,order,trial_trt
36_2,6_inc,incongruent,entertainment,Target,2484,2328,156,2328,0,0,0,0,0,0,4535,1,19136
36_2,6_inc,incongruent,entertainment,Spillover,2080,2080,,3153,0,0,1,1,0,0,4535,1,19136
36_2,6_inc,incongruent,entertainment,Coda,1359,1359,,1359,0,0,0,0,0,0,4535,1,19136
36_2,9_cong,congruent,entertainment,Context,14713,14713,,14713,0,0,0,0,0,1,3899,1,20421
36_2,9_cong,congruent,entertainment,Target,1690,1690,,1690,0,0,0,0,0,1,3899,1,20421
36_2,9_cong,congruent,entertainment,Spillover,1749,1749,,1749,0,0,0,0,0,1,3899,1,20421
36_2,9_cong,congruent,entertainment,Coda,2269,2269,,2269,0,0,0,0,0,1,3899,1,20421
36_2,10_inc,incongruent,entertainment,Context,12050,10286,142,10286,1,2,0,0,0,1,4776,1,22230
36_2,10_inc,incongruent,entertainment,Target,3267,1548,118,1548,1,2,0,0,0,1,4776,1,22230
36_2,10_inc,incongruent,entertainment,Spillover,2061,1785,276,1903,0,0,1,1,0,1,4776,1,22230
36_2,10_inc,incongruent,entertainment,Coda,4852,363,2138,8493,0,0,1,2,0,1,4776,1,22230
36_2,1_cong,congruent,entertainment,Context,8969,8969,,8969,0,0,0,0,0,1,3882,1,14437
36_2,1_cong,congruent,entertainment,Target,1758,1758,,1758,0,0,0,0,0,1,3882,1,14437
36_2,1_cong,congruent,entertainment,Spillover,1910,1910,,1910,0,0,0,0,0,1,3882,1,14437
36_2,1_cong,congruent,entertainment,Coda,1800,1800,,1800,0,0,0,0,0,1,3882,1,14437
36_2,5_cong,congruent,entertainment,Context,14225,13948,277,13948,1,1,0,0,0,1,4524,1,20829
36_2,5_cong,congruent,entertainment,Target,2499,1019,1480,2776,0,0,1,1,0,1,4524,1,20829
36_2,5_cong,congruent,entertainment,Spillover,2368,2368,,2368,0,0,0,0,0,1,4524,1,20829
36_2,5_cong,congruent,entertainment,Coda,1737,1737,,1737,0,0,0,0,0,1,4524,1,20829
36_2,8_inc,incongruent,entertainment,Context,9723,9400,323,9400,1,1,0,0,0,0,3217,1,15126
36_2,8_inc,incongruent,entertainment,Target,1424,1424,,1424,0,0,0,0,0,0,3217,1,15126
36_2,8_inc,incongruent,entertainment,Spillover,2090,2090,,2090,0,0,0,0,0,0,3217,1,15126
36_2,8_inc,incongruent,entertainment,Coda,1889,1693,196,2212,0,0,1,1,0,0,3217,1,15126
36_2,4_inc,incongruent,entertainment,Context,12063,12063,,12063,0,0,0,0,0,1,5563,1,18885
36_2,4_inc,incongruent,entertainment,Target,3370,3370,,3370,0,0,0,0,0,1,5563,1,18885
36_2,4_inc,incongruent,entertainment,Spillover,1769,1769,,1769,0,0,0,0,0,1,5563,1,18885
36_2,4_inc,incongruent,entertainment,Coda,1683,1683,,1683,0,0,0,0,0,1,5563,1,18885
36_2,7_cong,congruent,entertainment,Context,13040,13040,,13040,0,0,0,0,0,1,3096,1,17884
36_2,7_cong,congruent,entertainment,Target,2068,2068,,2068,0,0,0,0,0,1,3096,1,17884
36_2,7_cong,congruent,entertainment,Spillover,1772,1772,,1772,0,0,0,0,0,1,3096,1,17884
36_2,7_cong,congruent,entertainment,Coda,1004,1004,,1004,0,0,0,0,0,1,3096,1,17884
36_2,3_cong,congruent,entertainment,Context,24979,23355,1624,23355,1,1,0,0,0,1,2664,1,29896
36_2,3_cong,congruent,entertainment,Target,1272,1272,,1272,0,0,0,0,0,1,2664,1,29896
36_2,3_cong,congruent,entertainment,Spillover,1625,1625,,1625,0,0,0,0,0,1,2664,1,29896
36_2,3_cong,congruent,entertainment,Coda,2020,2020,,3644,0,0,1,1,0,1,2664,1,29896
36_2,2_inc,incongruent,entertainment,Context,23813,13170,8358,13170,1,3,0,0,0,1,3008,1,30237
36_2,2_inc,incongruent,entertainment,Target,3129,1705,1424,1705,0,0,0,0,0,1,3008,1,30237
36_2,2_inc,incongruent,entertainment,Spillover,1935,1445,490,1445,0,0,0,0,0,1,3008,1,30237
36_2,2_inc,incongruent,entertainment,Coda,1360,1360,,13917,0,0,1,1,0,1,3008,1,30237
36_2,15_cong,congruent,fact_check,Context,8537,8537,,8537,0,0,0,0,0,1,3134,2,14542
36_2,15_cong,congruent,fact_check,Target,2320,2320,,2320,0,0,0,0,0,1,3134,2,14542
36_2,15_cong,congruent,fact_check,Spillover,1973,1736,237,1736,1,1,0,0,0,1,3134,2,14542
36_2,15_cong,congruent,fact_check,Coda,1712,98,1614,1949,0,0,1,1,0,1,3134,2,14542
36_2,11_cong,congruent,fact_check,Context,11339,10492,847,10492,1,1,0,0,0,1,3965,2,20300
36_2,11_cong,congruent,fact_check,Target,2813,1212,669,1212,1,1,0,0,0,1,3965,2,20300
36_2,11_cong,congruent,fact_check,Spillover,4145,134,3746,4549,1,1,1,1,0,1,3965,2,20300
36_2,11_cong,congruent,fact_check,Coda,2003,2003,,4047,0,0,1,1,0,1,3965,2,20300
36_2,16_inc,incongruent,fact_check,Context,30292,11748,131,11748,1,6,0,0,0,1,2822,2,38488
36_2,16_inc,incongruent,fact_check,Target,5192,1868,148,8754,0,0,1,4,0,1,2822,2,38488
36_2,16_inc,incongruent,fact_check,Spillover,1166,1166,,1166,0,0,0,0,0,1,2822,2,38488
36_2,16_inc,incongruent,fact_check,Coda,1838,1838,,16820,0,0,1,1,0,1,2822,2,38488
36_2,12_inc,incongruent,fact_check,Context,15952,11520,124,11520,1,4,0,0,0,1,2838,2,22984
36_2,12_inc,incongruent,fact_check,Target,2935,179,1434,1737,0,0,1,1,0,1,2838,2,22984
36_2,12_inc,incongruent,fact_check,Spillover,1960,755,1205,2114,0,0,1,1,0,1,2838,2,22984
36_2,12_inc,incongruent,fact_check,Coda,2137,2137,,7613,0,0,1,1,0,1,2838,2,22984
36_2,20_inc,incongruent,fact_check,Context,10699,10699,,10699,0,0,0,0,0,1,3164,2,17799
36_2,20_inc,incongruent,fact_check,Target,2737,2737,,2737,0,0,0,0,0,1,3164,2,17799
36_2,20_inc,incongruent,fact_check,Spillover,1913,1913,,1913,0,0,0,0,0,1,3164,2,17799
36_2,20_inc,incongruent,fact_check,Coda,2450,2450,,2450,0,0,0,0,0,1,3164,2,17799
36_2,18_inc,incongruent,fact_check,Context,9411,9411,,9411,0,0,0,0,0,1,3716,2,15487
36_2,18_inc,incongruent,fact_check,Target,3055,3055,,3055,0,0,0,0,0,1,3716,2,15487
36_2,18_inc,incongruent,fact_check,Spillover,1706,1706,,1706,0,0,0,0,0,1,3716,2,15487
36_2,18_inc,incongruent,fact_check,Coda,1315,1315,,1315,0,0,0,0,0,1,3716,2,15487
36_2,14_inc,incongruent,fact_check,Context,14468,14468,,14468,0,0,0,0,0,0,5868,2,21209
36_2,14_inc,incongruent,fact_check,Target,2137,2137,,2137,0,0,0,0,0,0,5868,2,21209
36_2,14_inc,incongruent,fact_check,Spillover,2724,2575,149,2575,1,1,0,0,0,0,5868,2,21209
36_2,14_inc,incongruent,fact_check,Coda,1880,1715,165,2029,0,0,1,1,0,0,5868,2,21209
36_2,19_cong,congruent,fact_check,Context,13402,13055,347,13055,1,1,0,0,0,1,2352,2,20876
36_2,19_cong,congruent,fact_check,Target,2449,107,2187,2641,1,1,1,1,0,1,2352,2,20876
36_2,19_cong,congruent,fact_check,Spillover,3098,3098,,3098,0,0,0,0,0,1,2352,2,20876
36_2,19_cong,congruent,fact_check,Coda,1927,1927,,2082,0,0,1,1,0,1,2352,2,20876
36_2,13_cong,congruent,fact_check,Context,9677,9677,,9677,0,0,0,0,0,1,2802,2,15772
36_2,13_cong,congruent,fact_check,Target,1791,1791,,1791,0,0,0,0,0,1,2802,2,15772
36_2,13_cong,congruent,fact_check,Spillover,2461,2461,,2461,0,0,0,0,0,1,2802,2,15772
36_2,13_cong,congruent,fact_check,Coda,1843,1843,,1843,0,0,0,0,0,1,2802,2,15772
36_2,17_cong,congruent,fact_check,Context,8884,8884,,8884,0,0,0,0,0,1,4711,2,16134
36_2,17_cong,congruent,fact_check,Target,1908,1607,301,1607,1,1,0,0,0,1,4711,2,16134
36_2,17_cong,congruent,fact_check,Spillover,2683,170,2134,2605,1,1,1,1,0,1,4711,2,16134
36_2,17_cong,congruent,fact_check,Coda,2659,127,2532,3038,0,0,1,1,0,1,4711,2,16134
37_1,1_inc,incongruent,fact_check,Context,9187,7040,2147,7040,1,1,0,0,0,1,5931,.,14801
37_1,1_inc,incongruent,fact_check,Target,1985,94,1625,2241,1,2,1,1,0,1,5931,.,14801
37_1,1_inc,incongruent,fact_check,Spillover,2160,144,1535,3304,1,1,1,1,0,1,5931,.,14801
37_1,1_inc,incongruent,fact_check,Coda,1469,128,1341,2216,0,0,1,2,0,1,5931,.,14801
37_1,10_cong,congruent,fact_check,Context,11292,11292,,11292,0,0,0,0,0,1,3714,1,14475
37_1,10_cong,congruent,fact_check,Target,1275,1275,,1275,0,0,0,0,0,1,3714,1,14475
37_1,10_cong,congruent,fact_check,Spillover,1004,836,168,836,1,1,0,0,0,1,3714,1,14475
37_1,10_cong,congruent,fact_check,Coda,904,121,783,1072,0,0,1,1,0,1,3714,1,14475
37_1,9_inc,incongruent,fact_check,Context,6390,6390,,6390,0,0,0,0,0,1,4104,1,11231
37_1,9_inc,incongruent,fact_check,Target,1433,1433,,1433,0,0,0,0,0,1,4104,1,11231
37_1,9_inc,incongruent,fact_check,Spillover,1423,1423,,1423,0,0,0,0,0,1,4104,1,11231
37_1,9_inc,incongruent,fact_check,Coda,1985,1985,,1985,0,0,0,0,0,1,4104,1,11231
37_1,2_cong,congruent,fact_check,Context,9194,9194,,9194,0,0,0,0,0,1,21215,1,13302
37_1,2_cong,congruent,fact_check,Target,1071,1071,,1071,0,0,0,0,0,1,21215,1,13302
37_1,2_cong,congruent,fact_check,Spillover,1195,1195,,1195,0,0,0,0,0,1,21215,1,13302
37_1,2_cong,congruent,fact_check,Coda,1842,1842,,1842,0,0,0,0,0,1,21215,1,13302
37_1,5_inc,incongruent,fact_check,Context,7844,7844,,7844,0,0,0,0,0,0,3863,1,12437
37_1,5_inc,incongruent,fact_check,Target,1542,1542,,1542,0,0,0,0,0,0,3863,1,12437
37_1,5_inc,incongruent,fact_check,Spillover,1586,1586,,1586,0,0,0,0,0,0,3863,1,12437
37_1,5_inc,incongruent,fact_check,Coda,1465,1465,,1465,0,0,0,0,0,0,3863,1,12437
37_1,3_inc,incongruent,fact_check,Context,15754,8063,7691,8063,1,1,0,0,0,1,3795,1,21206
37_1,3_inc,incongruent,fact_check,Target,2687,1424,1263,1424,0,0,0,0,0,1,3795,1,21206
37_1,3_inc,incongruent,fact_check,Spillover,1336,1143,193,1143,0,0,0,0,0,1,3795,1,21206
37_1,3_inc,incongruent,fact_check,Coda,1429,1429,,10576,0,0,1,1,0,1,3795,1,21206
37_1,8_cong,congruent,fact_check,Context,8240,8240,,8240,0,0,0,0,0,1,2716,1,13262
37_1,8_cong,congruent,fact_check,Target,1157,1157,,1157,0,0,0,0,0,1,2716,1,13262
37_1,8_cong,congruent,fact_check,Spillover,2146,2146,,2146,0,0,0,0,0,1,2716,1,13262
37_1,8_cong,congruent,fact_check,Coda,1719,1719,,1719,0,0,0,0,0,1,2716,1,13262
37_1,4_cong,congruent,fact_check,Context,8831,7957,874,7957,1,1,0,0,0,0,6307,1,13428
37_1,4_cong,congruent,fact_check,Target,1734,1734,,1734,0,0,0,0,0,0,6307,1,13428
37_1,4_cong,congruent,fact_check,Spillover,1592,1592,,1592,0,0,0,0,0,0,6307,1,13428
37_1,4_cong,congruent,fact_check,Coda,1271,1271,,2145,0,0,1,1,0,0,6307,1,13428
37_1,7_inc,incongruent,fact_check,Context,8944,8664,280,8664,1,1,0,0,0,1,16934,1,12699
37_1,7_inc,incongruent,fact_check,Target,1268,1139,129,1139,0,0,0,0,0,1,16934,1,12699
37_1,7_inc,incongruent,fact_check,Spillover,1344,182,1162,1753,0,0,1,1,0,1,16934,1,12699
37_1,7_inc,incongruent,fact_check,Coda,1143,1143,,1143,0,0,0,0,0,1,16934,1,12699
37_1,6_cong,congruent,fact_check,Context,6918,6918,,6918,0,0,0,0,0,1,2574,1,10496
37_1,6_cong,congruent,fact_check,Target,1086,1086,,1086,0,0,0,0,0,1,2574,1,10496
37_1,6_cong,congruent,fact_check,Spillover,1215,1215,,1215,0,0,0,0,0,1,2574,1,10496
37_1,6_cong,congruent,fact_check,Coda,1277,1277,,1277,0,0,0,0,0,1,2574,1,10496
37_1,11_inc,incongruent,entertainment,Context,6974,6974,,6974,0,0,0,0,0,0,8300,2,11032
37_1,11_inc,incongruent,entertainment,Target,1653,1428,225,1428,1,1,0,0,0,0,8300,2,11032
37_1,11_inc,incongruent,entertainment,Spillover,1267,131,1136,1492,0,0,1,1,0,0,8300,2,11032
37_1,11_inc,incongruent,entertainment,Coda,1138,1138,,1138,0,0,0,0,0,0,8300,2,11032
37_1,14_cong,congruent,entertainment,Context,7769,7769,,7769,0,0,0,0,0,1,2878,2,11609
37_1,14_cong,congruent,entertainment,Target,1023,1023,,1023,0,0,0,0,0,1,2878,2,11609
37_1,14_cong,congruent,entertainment,Spillover,1296,1296,,1296,0,0,0,0,0,1,2878,2,11609
37_1,14_cong,congruent,entertainment,Coda,1521,1521,,1521,0,0,0,0,0,1,2878,2,11609
37_1,12_cong,congruent,entertainment,Context,7007,7007,,7007,0,0,0,0,0,1,5120,2,10466
37_1,12_cong,congruent,entertainment,Target,993,993,,993,0,0,0,0,0,1,5120,2,10466
37_1,12_cong,congruent,entertainment,Spillover,1653,1539,114,1539,1,1,0,0,0,1,5120,2,10466
37_1,12_cong,congruent,entertainment,Coda,813,813,,927,0,0,1,1,0,1,5120,2,10466
37_1,13_inc,incongruent,entertainment,Context,12050,7460,4590,7460,1,1,0,0,0,1,3541,2,17820
37_1,13_inc,incongruent,entertainment,Target,2626,1254,1372,1254,0,0,0,0,0,1,3541,2,17820
37_1,13_inc,incongruent,entertainment,Spillover,1893,970,923,970,0,0,0,0,0,1,3541,2,17820
37_1,13_inc,incongruent,entertainment,Coda,1251,1251,,8136,0,0,1,1,0,1,3541,2,17820
37_1,17_inc,incongruent,entertainment,Context,7304,7304,,7304,0,0,0,0,0,0,3503,2,12396
37_1,17_inc,incongruent,entertainment,Target,1419,1419,,1419,0,0,0,0,0,0,3503,2,12396
37_1,17_inc,incongruent,entertainment,Spillover,1442,1442,,1442,0,0,0,0,0,0,3503,2,12396
37_1,17_inc,incongruent,entertainment,Coda,2231,2231,,2231,0,0,0,0,0,0,3503,2,12396
37_1,20_cong,congruent,entertainment,Context,6974,6974,,6974,0,0,0,0,0,1,3656,2,11185
37_1,20_cong,congruent,entertainment,Target,1256,1256,,1256,0,0,0,0,0,1,3656,2,11185
37_1,20_cong,congruent,entertainment,Spillover,1320,1320,,1320,0,0,0,0,0,1,3656,2,11185
37_1,20_cong,congruent,entertainment,Coda,1635,1635,,1635,0,0,0,0,0,1,3656,2,11185
37_1,18_cong,congruent,entertainment,Context,7030,7030,,7030,0,0,0,0,0,1,3039,2,10854
37_1,18_cong,congruent,entertainment,Target,1358,1358,,1358,0,0,0,0,0,1,3039,2,10854
37_1,18_cong,congruent,entertainment,Spillover,1367,1367,,1367,0,0,0,0,0,1,3039,2,10854
37_1,18_cong,congruent,entertainment,Coda,1099,1099,,1099,0,0,0,0,0,1,3039,2,10854
37_1,16_cong,congruent,entertainment,Context,8249,8086,163,8086,1,1,0,0,0,1,2543,2,11142
37_1,16_cong,congruent,entertainment,Target,643,169,474,806,1,1,0,0,1,1,2543,2,11142
37_1,16_cong,congruent,entertainment,Spillover,1086,1086,,1086,0,0,0,0,1,1,2543,2,11142
37_1,16_cong,congruent,entertainment,Coda,1164,98,1066,3056,0,0,1,1,0,1,2543,2,11142
37_1,19_inc,incongruent,entertainment,Context,10489,7461,3028,7461,1,1,0,0,0,0,2953,2,17602
37_1,19_inc,incongruent,entertainment,Target,3438,1644,1794,1644,0,0,0,0,0,0,2953,2,17602
37_1,19_inc,incongruent,entertainment,Spillover,2643,1325,1318,1325,0,0,0,0,0,0,2953,2,17602
37_1,19_inc,incongruent,entertainment,Coda,1032,1032,,7172,0,0,1,1,0,0,2953,2,17602
37_1,15_inc,incongruent,entertainment,Context,7075,7075,,7075,0,0,0,0,0,0,3112,2,12009
37_1,15_inc,incongruent,entertainment,Target,1703,1703,,1703,0,0,0,0,0,0,3112,2,12009
37_1,15_inc,incongruent,entertainment,Spillover,2242,2242,,2242,0,0,0,0,0,0,3112,2,12009
37_1,15_inc,incongruent,entertainment,Coda,989,989,,989,0,0,0,0,0,0,3112,2,12009
38_2,4_inc,incongruent,entertainment,Context,15915,14488,1427,14488,1,1,0,0,0,1,17866,1,25810
38_2,4_inc,incongruent,entertainment,Target,4956,4956,,4956,0,0,0,0,0,1,17866,1,25810
38_2,4_inc,incongruent,entertainment,Spillover,3126,3126,,3126,0,0,0,0,0,1,17866,1,25810
38_2,4_inc,incongruent,entertainment,Coda,1813,1813,,3240,0,0,1,1,0,1,17866,1,25810
38_2,9_cong,congruent,entertainment,Context,16097,15158,939,15158,1,1,0,0,0,0,5362,1,25877
38_2,9_cong,congruent,entertainment,Target,3414,807,2483,3290,1,1,0,0,0,0,5362,1,25877
38_2,9_cong,congruent,entertainment,Spillover,3003,184,2819,3127,0,0,1,1,0,0,5362,1,25877
38_2,9_cong,congruent,entertainment,Coda,3136,3136,,4075,0,0,1,1,0,0,5362,1,25877
38_2,2_inc,incongruent,entertainment,Context,21049,17508,3541,17508,1,1,0,0,0,1,6807,1,26244
38_2,2_inc,incongruent,entertainment,Target,1446,1446,,1446,0,0,0,0,0,1,6807,1,26244
38_2,2_inc,incongruent,entertainment,Spillover,1879,1879,,1879,0,0,0,0,0,1,6807,1,26244
38_2,2_inc,incongruent,entertainment,Coda,1870,1870,,5411,0,0,1,1,0,1,6807,1,26244
38_2,8_inc,incongruent,entertainment,Context,17503,16857,646,16857,1,1,0,0,0,0,8765,1,25136
38_2,8_inc,incongruent,entertainment,Target,1866,1866,,1866,0,0,0,0,0,0,8765,1,25136
38_2,8_inc,incongruent,entertainment,Spillover,2822,2822,,2822,0,0,0,0,0,0,8765,1,25136
38_2,8_inc,incongruent,entertainment,Coda,2945,2945,,3591,0,0,1,1,0,0,8765,1,25136
38_2,7_cong,congruent,entertainment,Context,15884,4523,10544,15067,1,1,0,0,0,1,4423,1,23770
38_2,7_cong,congruent,entertainment,Target,2729,2729,,2729,0,0,0,0,0,1,4423,1,23770
38_2,7_cong,congruent,entertainment,Spillover,2401,2401,,2401,0,0,0,0,0,1,4423,1,23770
38_2,7_cong,congruent,entertainment,Coda,2643,2643,,3460,0,0,1,1,0,1,4423,1,23770
38_2,6_inc,incongruent,entertainment,Context,19217,15340,3877,15340,1,1,0,0,0,1,12431,1,27025
38_2,6_inc,incongruent,entertainment,Target,3905,1520,2385,7782,0,0,1,1,0,1,12431,1,27025
38_2,6_inc,incongruent,entertainment,Spillover,1759,1759,,1759,0,0,0,0,0,1,12431,1,27025
38_2,6_inc,incongruent,entertainment,Coda,2144,2144,,2144,0,0,0,0,0,1,12431,1,27025
38_2,10_inc,incongruent,entertainment,Context,15043,13977,398,13977,1,1,0,0,0,0,4948,1,22554
38_2,10_inc,incongruent,entertainment,Target,3604,1992,1612,4002,0,0,1,1,0,0,4948,1,22554
38_2,10_inc,incongruent,entertainment,Spillover,1790,1790,,1790,0,0,0,0,0,0,4948,1,22554
38_2,10_inc,incongruent,entertainment,Coda,1998,1998,,2666,0,0,0,0,0,0,4948,1,22554
38_2,1_cong,congruent,entertainment,Context,13419,13081,338,13081,1,1,0,0,0,1,5395,1,22269
38_2,1_cong,congruent,entertainment,Target,1967,467,1500,2305,0,0,1,1,0,1,5395,1,22269
38_2,1_cong,congruent,entertainment,Spillover,3375,3375,,3375,0,0,0,0,0,1,5395,1,22269
38_2,1_cong,congruent,entertainment,Coda,3508,3508,,3508,0,0,0,0,0,1,5395,1,22269
38_2,3_cong,congruent,entertainment,Context,18912,16540,2372,16540,1,1,0,0,0,0,4898,1,27003
38_2,3_cong,congruent,entertainment,Target,2646,2646,,2646,0,0,0,0,0,0,4898,1,27003
38_2,3_cong,congruent,entertainment,Spillover,2715,2715,,2715,0,0,0,0,0,0,4898,1,27003
38_2,3_cong,congruent,entertainment,Coda,2730,2730,,5102,0,0,1,1,0,0,4898,1,27003
38_2,5_cong,congruent,entertainment,Context,14356,13023,157,13023,1,2,0,0,0,1,9854,1,23864
38_2,5_cong,congruent,entertainment,Target,3348,3137,211,3137,0,0,0,0,0,1,9854,1,23864
38_2,5_cong,congruent,entertainment,Spillover,3761,3349,412,4129,0,0,1,1,0,1,9854,1,23864
38_2,5_cong,congruent,entertainment,Coda,2399,2399,,3575,0,0,1,1,0,1,9854,1,23864
38_2,19_cong,congruent,fact_check,Context,17235,16315,920,16315,1,1,0,0,0,1,8959,2,24167
38_2,19_cong,congruent,fact_check,Target,1176,1176,,1176,0,0,0,0,0,1,8959,2,24167
38_2,19_cong,congruent,fact_check,Spillover,2838,2838,,2838,0,0,0,0,0,1,8959,2,24167
38_2,19_cong,congruent,fact_check,Coda,2918,2918,,3838,0,0,1,1,0,1,8959,2,24167
38_2,13_cong,congruent,fact_check,Context,14158,13392,766,13392,1,1,0,0,0,1,6144,2,22931
38_2,13_cong,congruent,fact_check,Target,2471,2471,,2471,0,0,0,0,0,1,6144,2,22931
38_2,13_cong,congruent,fact_check,Spillover,3044,3044,,3044,0,0,0,0,0,1,6144,2,22931
38_2,13_cong,congruent,fact_check,Coda,3258,3258,,4024,0,0,1,1,0,1,6144,2,22931
38_2,20_inc,incongruent,fact_check,Context,14274,14274,,14274,0,0,0,0,0,1,6555,2,24581
38_2,20_inc,incongruent,fact_check,Target,3843,3843,,3843,0,0,0,0,0,1,6555,2,24581
38_2,20_inc,incongruent,fact_check,Spillover,3325,3325,,3325,0,0,0,0,0,1,6555,2,24581
38_2,20_inc,incongruent,fact_check,Coda,3139,3139,,3139,0,0,0,0,0,1,6555,2,24581
38_2,14_inc,incongruent,fact_check,Context,17876,17876,,17876,0,0,0,0,0,0,8758,2,26422
38_2,14_inc,incongruent,fact_check,Target,2548,2548,,2548,0,0,0,0,0,0,8758,2,26422
38_2,14_inc,incongruent,fact_check,Spillover,2805,2667,138,2667,1,1,0,0,0,0,8758,2,26422
38_2,14_inc,incongruent,fact_check,Coda,3193,2711,482,3331,0,0,1,1,0,0,8758,2,26422
38_2,11_cong,congruent,fact_check,Context,14428,13921,507,13921,1,1,0,0,0,1,6185,2,22413
38_2,11_cong,congruent,fact_check,Target,3477,3246,231,3246,1,1,0,0,0,1,6185,2,22413
38_2,11_cong,congruent,fact_check,Spillover,2271,298,1973,3009,0,0,1,1,0,1,6185,2,22413
38_2,11_cong,congruent,fact_check,Coda,2237,2237,,2237,0,0,0,0,0,1,6185,2,22413
38_2,17_cong,congruent,fact_check,Context,18592,17826,766,17826,1,1,0,0,0,0,5292,2,29241
38_2,17_cong,congruent,fact_check,Target,3084,2779,305,2779,1,1,0,0,0,0,5292,2,29241
38_2,17_cong,congruent,fact_check,Spillover,2965,138,2499,2942,1,1,1,1,0,0,5292,2,29241
38_2,17_cong,congruent,fact_check,Coda,4600,130,4470,5694,0,0,1,2,0,0,5292,2,29241
38_2,15_cong,congruent,fact_check,Context,14827,14097,730,14097,1,1,0,0,0,1,4235,2,23105
38_2,15_cong,congruent,fact_check,Target,3879,3879,,3879,0,0,0,0,0,1,4235,2,23105
38_2,15_cong,congruent,fact_check,Spillover,2674,2674,,2674,0,0,0,0,0,1,4235,2,23105
38_2,15_cong,congruent,fact_check,Coda,1725,1725,,2455,0,0,1,1,0,1,4235,2,23105
38_2,12_inc,incongruent,fact_check,Context,16928,16279,243,16279,1,2,0,0,0,1,4752,2,25420
38_2,12_inc,incongruent,fact_check,Target,4055,2696,1359,2696,0,0,0,0,0,1,4752,2,25420
38_2,12_inc,incongruent,fact_check,Spillover,2287,1827,460,1827,0,0,0,0,0,1,4752,2,25420
38_2,12_inc,incongruent,fact_check,Coda,2150,2150,,4618,0,0,1,1,0,1,4752,2,25420
38_2,18_inc,incongruent,fact_check,Context,11803,11803,,11803,0,0,0,0,0,0,5142,2,19594
38_2,18_inc,incongruent,fact_check,Target,2523,2523,,2523,0,0,0,0,0,0,5142,2,19594
38_2,18_inc,incongruent,fact_check,Spillover,2697,2697,,2697,0,0,0,0,0,0,5142,2,19594
38_2,18_inc,incongruent,fact_check,Coda,2571,2571,,2571,0,0,0,0,0,0,5142,2,19594
38_2,16_inc,incongruent,fact_check,Context,14854,14854,,14854,0,0,0,0,0,0,8310,2,21789
38_2,16_inc,incongruent,fact_check,Target,2175,2175,,2175,0,0,0,0,0,0,8310,2,21789
38_2,16_inc,incongruent,fact_check,Spillover,2600,2600,,2600,0,0,0,0,0,0,8310,2,21789
38_2,16_inc,incongruent,fact_check,Coda,2160,2160,,2160,0,0,0,0,0,0,8310,2,21789
39_1,1_inc,incongruent,fact_check,Context,9560,9310,148,9310,1,2,0,0,0,0,7024,.,19959
39_1,1_inc,incongruent,fact_check,Target,4269,2093,119,2093,1,3,0,0,0,0,7024,.,19959
39_1,1_inc,incongruent,fact_check,Spillover,4139,347,1114,6463,0,0,1,3,0,0,7024,.,19959
39_1,1_inc,incongruent,fact_check,Coda,1991,1991,,2093,0,0,1,1,0,0,7024,.,19959
39_1,8_cong,congruent,fact_check,Context,20514,20514,,20514,0,0,0,0,0,1,8049,1,26811
39_1,8_cong,congruent,fact_check,Target,1582,1582,,1582,0,0,0,0,0,1,8049,1,26811
39_1,8_cong,congruent,fact_check,Spillover,2128,2128,,2128,0,0,0,0,0,1,8049,1,26811
39_1,8_cong,congruent,fact_check,Coda,2587,2587,,2587,0,0,0,0,0,1,8049,1,26811
39_1,3_inc,incongruent,fact_check,Context,11110,11110,,11110,0,0,0,0,0,1,4618,1,17713
39_1,3_inc,incongruent,fact_check,Target,1877,1391,486,1391,1,1,0,0,0,1,4618,1,17713
39_1,3_inc,incongruent,fact_check,Spillover,1654,1654,,1654,0,0,0,0,0,1,4618,1,17713
39_1,3_inc,incongruent,fact_check,Coda,3072,1930,1142,3558,0,0,1,1,0,1,4618,1,17713
39_1,9_inc,incongruent,fact_check,Context,28712,28545,167,28545,1,1,0,0,0,1,5540,1,37327
39_1,9_inc,incongruent,fact_check,Target,2737,609,188,609,1,2,0,0,0,1,5540,1,37327
39_1,9_inc,incongruent,fact_check,Spillover,3941,260,3295,6236,0,0,1,2,0,1,5540,1,37327
39_1,9_inc,incongruent,fact_check,Coda,1937,1937,,1937,0,0,0,0,0,1,5540,1,37327
39_1,7_inc,incongruent,fact_check,Context,14247,14247,,14247,0,0,0,0,0,1,9067,1,19430
39_1,7_inc,incongruent,fact_check,Target,1558,1422,136,1422,1,1,0,0,0,1,9067,1,19430
39_1,7_inc,incongruent,fact_check,Spillover,1760,302,1458,1896,0,0,1,1,0,1,9067,1,19430
39_1,7_inc,incongruent,fact_check,Coda,1865,1865,,1865,0,0,0,0,0,1,9067,1,19430
39_1,5_inc,incongruent,fact_check,Context,12460,12460,,12460,0,0,0,0,0,1,3698,1,17058
39_1,5_inc,incongruent,fact_check,Target,1405,1405,,1405,0,0,0,0,0,1,3698,1,17058
39_1,5_inc,incongruent,fact_check,Spillover,1577,1577,,1577,0,0,0,0,0,1,3698,1,17058
39_1,5_inc,incongruent,fact_check,Coda,1616,1616,,1616,0,0,0,0,0,1,3698,1,17058
39_1,10_cong,congruent,fact_check,Context,11298,11298,,11298,0,0,0,0,0,1,10466,1,16264
