participant,item,congruency,task,IA_LABEL,totread,fpass,spass,regpath,regin,reginc,regout,regoutc,skip,accuracy,rt,order,trial_trt
10_2,14_inc,incongruent,fact_check,Spillover,1503,1503,,1503,0,0,0,0,0,1,3619,2,13171
10_2,14_inc,incongruent,fact_check,Coda,1270,1270,,2581,0,0,1,1,0,1,3619,2,13171
10_2,16_inc,incongruent,fact_check,Context,11958,11588,370,11588,1,1,0,0,0,1,4619,2,16520
10_2,16_inc,incongruent,fact_check,Target,2352,211,2141,2722,0,0,1,1,0,1,4619,2,16520
10_2,16_inc,incongruent,fact_check,Spillover,1345,1345,,1345,0,0,0,0,0,1,4619,2,16520
10_2,16_inc,incongruent,fact_check,Coda,865,865,,865,0,0,0,0,0,1,4619,2,16520
10_2,12_inc,incongruent,fact_check,Context,7995,7995,,7995,0,0,0,0,0,1,3368,2,12907
10_2,12_inc,incongruent,fact_check,Target,1896,1896,,1896,0,0,0,0,0,1,3368,2,12907
10_2,12_inc,incongruent,fact_check,Spillover,1580,1580,,1580,0,0,0,0,0,1,3368,2,12907
10_2,12_inc,incongruent,fact_check,Coda,1436,1436,,1436,0,0,0,0,0,1,3368,2,12907
10_2,19_cong,congruent,fact_check,Context,9379,8903,184,8903,1,2,0,0,0,1,3416,2,13384
10_2,19_cong,congruent,fact_check,Target,1229,127,308,1705,0,0,1,2,0,1,3416,2,13384
10_2,19_cong,congruent,fact_check,Spillover,1470,1470,,1470,0,0,0,0,0,1,3416,2,13384
10_2,19_cong,congruent,fact_check,Coda,1306,1306,,1306,0,0,0,0,0,1,3416,2,13384
10_2,13_cong,congruent,fact_check,Context,9061,9061,,9061,0,0,0,0,0,1,5630,2,13249
10_2,13_cong,congruent,fact_check,Target,959,859,100,859,1,1,0,0,0,1,5630,2,13249
10_2,13_cong,congruent,fact_check,Spillover,1359,92,1267,1459,0,0,1,1,0,1,5630,2,13249
10_2,13_cong,congruent,fact_check,Coda,1870,1870,,1870,0,0,0,0,0,1,5630,2,13249
10_2,18_inc,incongruent,fact_check,Context,8959,8640,319,8640,1,1,0,0,0,1,7537,2,13289
10_2,18_inc,incongruent,fact_check,Target,1848,1848,,1848,0,0,0,0,0,1,7537,2,13289
10_2,18_inc,incongruent,fact_check,Spillover,1347,1347,,1347,0,0,0,0,0,1,7537,2,13289
10_2,18_inc,incongruent,fact_check,Coda,1135,1135,,1454,0,0,1,1,0,1,7537,2,13289
10_2,11_cong,congruent,fact_check,Context,9329,8387,942,8387,1,1,0,0,0,1,6229,2,14007
10_2,11_cong,congruent,fact_check,Target,2259,2259,,2259,0,0,0,0,0,1,6229,2,14007
10_2,11_cong,congruent,fact_check,Spillover,1223,1223,,1223,0,0,0,0,0,1,6229,2,14007
10_2,11_cong,congruent,fact_check,Coda,1196,1196,,2138,0,0,1,1,0,1,6229,2,14007
10_2,17_cong,congruent,fact_check,Context,9483,9483,,9483,0,0,0,0,0,1,6419,2,15501
10_2,17_cong,congruent,fact_check,Target,1894,1894,,1894,0,0,0,0,0,1,6419,2,15501
10_2,17_cong,congruent,fact_check,Spillover,1630,1405,225,1405,1,1,0,0,0,1,6419,2,15501
10_2,17_cong,congruent,fact_check,Coda,2494,81,2413,2719,0,0,1,1,0,1,6419,2,15501
10_2,15_cong,congruent,fact_check,Context,7510,7510,,7510,0,0,0,0,0,1,3268,2,12148
10_2,15_cong,congruent,fact_check,Target,1437,1437,,1437,0,0,0,0,0,1,3268,2,12148
10_2,15_cong,congruent,fact_check,Spillover,1683,1683,,1683,0,0,0,0,0,1,3268,2,12148
10_2,15_cong,congruent,fact_check,Coda,1518,1518,,1518,0,0,0,0,0,1,3268,2,12148
11_1,1_inc,incongruent,fact_check,Context,18053,874,14537,15411,1,5,0,0,0,1,4836,UNDEFINED,31413
11_1,1_inc,incongruent,fact_check,Target,3905,903,835,4135,1,1,1,2,0,1,4836,UNDEFINED,31413
11_1,1_inc,incongruent,fact_check,Spillover,6285,2679,228,2679,1,5,0,0,0,1,4836,UNDEFINED,31413
11_1,1_inc,incongruent,fact_check,Coda,2808,103,1554,8826,0,0,1,6,0,1,4836,UNDEFINED,31413
11_1,9_inc,incongruent,fact_check,Context,20049,11840,808,11840,1,7,0,0,0,1,30006,1,27332
11_1,9_inc,incongruent,fact_check,Target,3998,1360,576,3957,1,3,1,2,0,1,30006,1,27332
11_1,9_inc,incongruent,fact_check,Spillover,2835,838,828,7595,0,0,1,3,0,1,30006,1,27332
11_1,9_inc,incongruent,fact_check,Coda,450,450,,3940,0,0,1,1,0,1,30006,1,27332
11_1,4_cong,congruent,fact_check,Context,12576,9582,127,9582,1,4,0,0,0,1,5871,1,22642
11_1,4_cong,congruent,fact_check,Target,5115,2814,448,2814,1,7,0,0,1,1,5871,1,22642
11_1,4_cong,congruent,fact_check,Spillover,2843,273,830,5296,0,0,1,3,0,1,5871,1,22642
11_1,4_cong,congruent,fact_check,Coda,2108,1044,320,7764,0,0,1,3,0,1,5871,1,22642
11_1,5_inc,incongruent,fact_check,Context,16670,9370,358,9370,1,9,0,0,0,1,4806,1,25022
11_1,5_inc,incongruent,fact_check,Target,4468,2518,155,3031,0,0,1,1,0,1,4806,1,25022
11_1,5_inc,incongruent,fact_check,Spillover,2154,1409,202,1409,1,1,0,0,0,1,4806,1,25022
11_1,5_inc,incongruent,fact_check,Coda,1730,1730,,11212,0,0,1,1,0,1,4806,1,25022
11_1,3_inc,incongruent,fact_check,Context,12546,11526,234,11526,1,5,0,0,0,1,3122,1,21263
11_1,3_inc,incongruent,fact_check,Target,4279,2436,493,2670,1,2,1,1,0,1,3122,1,21263
11_1,3_inc,incongruent,fact_check,Spillover,2308,285,418,1692,1,2,1,2,0,1,3122,1,21263
11_1,3_inc,incongruent,fact_check,Coda,2130,1097,360,5375,0,0,1,3,0,1,3122,1,21263
11_1,10_cong,congruent,fact_check,Context,9948,7943,731,7943,1,2,0,0,0,1,4140,1,15174
11_1,10_cong,congruent,fact_check,Target,2237,2102,135,2102,1,1,0,0,1,1,4140,1,15174
11_1,10_cong,congruent,fact_check,Spillover,1776,232,1292,4357,1,1,1,1,0,1,4140,1,15174
11_1,10_cong,congruent,fact_check,Coda,1213,118,1095,2874,0,0,1,2,0,1,4140,1,15174
11_1,2_cong,congruent,fact_check,Context,18565,13559,331,13559,1,8,0,0,0,1,3800,1,24192
11_1,2_cong,congruent,fact_check,Target,3288,418,420,1169,1,1,1,1,0,1,3800,1,24192
11_1,2_cong,congruent,fact_check,Spillover,1325,653,268,2069,1,1,1,2,0,1,3800,1,24192
11_1,2_cong,congruent,fact_check,Coda,1014,403,233,7395,0,0,1,4,0,1,3800,1,24192
11_1,6_cong,congruent,fact_check,Context,7480,4414,102,4414,1,5,0,0,0,1,2600,1,18232
11_1,6_cong,congruent,fact_check,Target,4616,777,592,1471,1,1,1,1,0,1,2600,1,18232
11_1,6_cong,congruent,fact_check,Spillover,3050,1386,134,1386,1,2,0,0,0,1,2600,1,18232
11_1,6_cong,congruent,fact_check,Coda,3086,190,589,10961,0,0,1,4,0,1,2600,1,18232
11_1,8_cong,congruent,fact_check,Context,11847,6595,2286,6595,1,3,0,0,0,1,2703,1,17816
11_1,8_cong,congruent,fact_check,Target,2236,414,929,3629,1,1,1,1,0,1,2703,1,17816
11_1,8_cong,congruent,fact_check,Spillover,1915,1915,,1915,0,0,0,0,0,1,2703,1,17816
11_1,8_cong,congruent,fact_check,Coda,1818,1818,,5677,0,0,1,1,0,1,2703,1,17816
11_1,7_inc,incongruent,fact_check,Context,11250,9256,429,9256,1,3,0,0,0,1,14477,1,17021
11_1,7_inc,incongruent,fact_check,Target,1332,979,353,979,1,1,0,0,0,1,14477,1,17021
11_1,7_inc,incongruent,fact_check,Spillover,2799,130,253,1760,1,1,1,3,0,1,14477,1,17021
11_1,7_inc,incongruent,fact_check,Coda,1640,342,1092,5026,0,0,1,2,0,1,14477,1,17021
11_1,14_cong,congruent,entertainment,Context,11538,7030,147,7030,1,2,0,0,0,1,3280,2,16693
11_1,14_cong,congruent,entertainment,Target,1597,861,266,1274,1,1,1,1,0,1,3280,2,16693
11_1,14_cong,congruent,entertainment,Spillover,2113,2113,,2583,0,0,1,1,0,1,3280,2,16693
11_1,14_cong,congruent,entertainment,Coda,1445,1445,,5806,0,0,1,1,0,1,3280,2,16693
11_1,15_inc,incongruent,entertainment,Context,10318,5527,781,5527,1,5,0,0,0,1,7406,2,16718
11_1,15_inc,incongruent,entertainment,Target,1630,1062,166,2009,1,1,1,1,0,1,7406,2,16718
11_1,15_inc,incongruent,entertainment,Spillover,2891,520,661,520,1,1,0,0,0,1,7406,2,16718
11_1,15_inc,incongruent,entertainment,Coda,1879,165,93,8662,0,0,1,3,0,1,7406,2,16718
11_1,11_inc,incongruent,entertainment,Context,12139,10180,917,10180,1,3,0,0,0,0,5272,2,13808
11_1,11_inc,incongruent,entertainment,Target,1063,99,179,2162,0,0,1,2,0,0,5272,2,13808
11_1,11_inc,incongruent,entertainment,Spillover,0,.,,.,.,.,.,.,1,0,5272,2,13808
11_1,11_inc,incongruent,entertainment,Coda,606,606,,1466,0,0,1,1,0,0,5272,2,13808
11_1,16_cong,congruent,entertainment,Context,11408,10524,884,10524,1,1,0,0,0,1,2965,2,12399
11_1,16_cong,congruent,entertainment,Target,991,991,,1875,0,0,1,1,0,1,2965,2,12399
11_1,16_cong,congruent,entertainment,Spillover,0,.,,.,.,.,.,.,1,1,2965,2,12399
11_1,16_cong,congruent,entertainment,Coda,0,.,,.,.,.,.,.,1,1,2965,2,12399
11_1,13_inc,incongruent,entertainment,Context,8450,6836,215,6836,1,2,0,0,0,0,5750,2,13378
11_1,13_inc,incongruent,entertainment,Target,1814,1381,433,1381,0,0,0,0,0,0,5750,2,13378
11_1,13_inc,incongruent,entertainment,Spillover,1535,1535,,1535,0,0,0,0,0,0,5750,2,13378
11_1,13_inc,incongruent,entertainment,Coda,1579,1579,,3626,0,0,1,1,0,0,5750,2,13378
11_1,19_inc,incongruent,entertainment,Context,11859,9840,796,9840,1,4,0,0,0,1,3172,2,16891
11_1,19_inc,incongruent,entertainment,Target,1958,1322,203,2118,1,1,1,1,0,1,3172,2,16891
11_1,19_inc,incongruent,entertainment,Spillover,1889,366,1273,1842,0,0,1,1,0,1,3172,2,16891
11_1,19_inc,incongruent,entertainment,Coda,1185,1185,,3091,0,0,1,1,0,1,3172,2,16891
11_1,18_cong,congruent,entertainment,Context,8891,8618,273,8618,1,1,0,0,0,1,3218,2,13704
11_1,18_cong,congruent,entertainment,Target,1848,1128,720,1128,1,1,0,0,0,1,3218,2,13704
11_1,18_cong,congruent,entertainment,Spillover,1710,768,263,2024,1,1,1,1,0,1,3218,2,13704
11_1,18_cong,congruent,entertainment,Coda,1255,210,1045,1934,0,0,1,1,0,1,3218,2,13704
11_1,17_inc,incongruent,entertainment,Context,10793,8743,1481,8743,1,2,0,0,0,1,3157,2,13896
11_1,17_inc,incongruent,entertainment,Target,2604,1220,1292,3993,0,0,1,1,0,1,3157,2,13896
11_1,17_inc,incongruent,entertainment,Spillover,499,499,,1160,0,0,1,1,0,1,3157,2,13896
11_1,17_inc,incongruent,entertainment,Coda,0,.,,.,.,.,.,.,1,1,3157,2,13896
11_1,20_cong,congruent,entertainment,Context,8074,6978,777,6978,1,2,0,0,0,1,2879,2,10267
11_1,20_cong,congruent,entertainment,Target,857,206,313,206,1,3,0,0,0,1,2879,2,10267
11_1,20_cong,congruent,entertainment,Spillover,1007,438,173,2273,0,0,1,2,0,1,2879,2,10267
11_1,20_cong,congruent,entertainment,Coda,329,329,,810,0,0,1,1,0,1,2879,2,10267
11_1,12_cong,congruent,entertainment,Context,7921,6444,333,6444,1,3,0,0,0,1,3289,2,12735
11_1,12_cong,congruent,entertainment,Target,1056,736,95,736,1,1,0,0,0,1,3289,2,12735
11_1,12_cong,congruent,entertainment,Spillover,2320,89,1080,1774,1,2,1,2,0,1,3289,2,12735
11_1,12_cong,congruent,entertainment,Coda,1350,205,550,3693,0,0,1,3,0,1,3289,2,12735
14_2,2_inc,incongruent,entertainment,Context,18564,13844,4720,13844,1,1,0,0,0,1,4722,1,28890
14_2,2_inc,incongruent,entertainment,Target,2756,1343,1413,1343,0,0,0,0,0,1,4722,1,28890
14_2,2_inc,incongruent,entertainment,Spillover,4146,1833,2313,1833,0,0,0,0,0,1,4722,1,28890
14_2,2_inc,incongruent,entertainment,Coda,3424,1698,1726,11870,0,0,1,1,0,1,4722,1,28890
14_2,4_inc,incongruent,entertainment,Context,13302,11835,1467,11835,1,1,0,0,0,0,3651,1,18720
14_2,4_inc,incongruent,entertainment,Target,2385,2385,,2385,0,0,0,0,0,0,3651,1,18720
14_2,4_inc,incongruent,entertainment,Spillover,1486,1486,,1486,0,0,0,0,0,0,3651,1,18720
14_2,4_inc,incongruent,entertainment,Coda,1547,1547,,3014,0,0,1,1,0,0,3651,1,18720
14_2,9_cong,congruent,entertainment,Context,10642,10442,200,10442,1,1,0,0,0,1,5520,1,17382
14_2,9_cong,congruent,entertainment,Target,1971,1884,87,1884,1,1,0,0,0,1,5520,1,17382
14_2,9_cong,congruent,entertainment,Spillover,1794,1546,248,1881,0,0,1,1,0,1,5520,1,17382
14_2,9_cong,congruent,entertainment,Coda,2975,2975,,3175,0,0,1,1,0,1,5520,1,17382
14_2,8_inc,incongruent,entertainment,Context,10678,10678,,10678,0,0,0,0,0,0,4308,1,16379
14_2,8_inc,incongruent,entertainment,Target,2151,2151,,2151,0,0,0,0,0,0,4308,1,16379
14_2,8_inc,incongruent,entertainment,Spillover,1528,1528,,1528,0,0,0,0,0,0,4308,1,16379
14_2,8_inc,incongruent,entertainment,Coda,2022,2022,,2022,0,0,0,0,0,0,4308,1,16379
14_2,7_cong,congruent,entertainment,Context,11901,11796,105,11796,1,1,0,0,0,1,5010,1,16833
14_2,7_cong,congruent,entertainment,Target,1385,905,480,1490,0,0,1,1,0,1,5010,1,16833
14_2,7_cong,congruent,entertainment,Spillover,1604,1604,,1604,0,0,0,0,0,1,5010,1,16833
14_2,7_cong,congruent,entertainment,Coda,1943,1943,,1943,0,0,0,0,0,1,5010,1,16833
14_2,3_cong,congruent,entertainment,Context,9550,9550,,9550,0,0,0,0,0,1,4077,1,14883
14_2,3_cong,congruent,entertainment,Target,1737,1443,294,1443,1,1,0,0,0,1,4077,1,14883
14_2,3_cong,congruent,entertainment,Spillover,1691,290,1401,1985,0,0,1,1,0,1,4077,1,14883
14_2,3_cong,congruent,entertainment,Coda,1905,1905,,1905,0,0,0,0,0,1,4077,1,14883
14_2,5_cong,congruent,entertainment,Context,10137,7708,2316,7708,1,2,0,0,0,1,3698,1,15370
14_2,5_cong,congruent,entertainment,Target,1615,88,271,3933,1,1,1,2,0,1,3698,1,15370
14_2,5_cong,congruent,entertainment,Spillover,1807,1361,446,1918,0,0,1,1,0,1,3698,1,15370
14_2,5_cong,congruent,entertainment,Coda,1811,1811,,1811,0,0,0,0,0,1,3698,1,15370
14_2,1_cong,congruent,entertainment,Context,8439,8439,,8439,0,0,0,0,0,1,3841,1,14863
14_2,1_cong,congruent,entertainment,Target,1392,1392,,1392,0,0,0,0,0,1,3841,1,14863
14_2,1_cong,congruent,entertainment,Spillover,3453,2325,1128,2325,1,1,0,0,0,1,3841,1,14863
14_2,1_cong,congruent,entertainment,Coda,1579,1579,,2707,0,0,1,1,0,1,3841,1,14863
14_2,10_inc,incongruent,entertainment,Context,8940,8762,178,8762,1,1,0,0,0,0,5118,1,16292
14_2,10_inc,incongruent,entertainment,Target,3403,1778,1625,1778,0,0,0,0,0,0,5118,1,16292
14_2,10_inc,incongruent,entertainment,Spillover,1967,370,1597,3770,0,0,1,1,0,0,5118,1,16292
14_2,10_inc,incongruent,entertainment,Coda,1982,1982,,1982,0,0,0,0,0,0,5118,1,16292
14_2,6_inc,incongruent,entertainment,Context,9481,9262,219,9262,1,1,0,0,0,1,5463,1,17280
14_2,6_inc,incongruent,entertainment,Target,3680,2660,1020,2660,0,0,0,0,0,1,5463,1,17280
14_2,6_inc,incongruent,entertainment,Spillover,1742,208,1534,2981,0,0,1,1,0,1,5463,1,17280
14_2,6_inc,incongruent,entertainment,Coda,2377,2377,,2377,0,0,0,0,0,1,5463,1,17280
14_2,18_inc,incongruent,fact_check,Context,8974,8891,83,8891,1,1,0,0,0,1,3750,2,14732
14_2,18_inc,incongruent,fact_check,Target,1708,781,927,1791,0,0,1,1,0,1,3750,2,14732
14_2,18_inc,incongruent,fact_check,Spillover,2480,2480,,2480,0,0,0,0,0,1,3750,2,14732
14_2,18_inc,incongruent,fact_check,Coda,1570,1570,,1570,0,0,0,0,0,1,3750,2,14732
14_2,14_inc,incongruent,fact_check,Context,16182,16039,143,16039,1,1,0,0,0,1,3004,2,24092
14_2,14_inc,incongruent,fact_check,Target,3687,1895,1548,1895,1,1,0,0,0,1,3004,2,24092
14_2,14_inc,incongruent,fact_check,Spillover,2343,488,1855,4278,0,0,1,2,0,1,3004,2,24092
14_2,14_inc,incongruent,fact_check,Coda,1880,1880,,1880,0,0,0,0,0,1,3004,2,24092
14_2,17_cong,congruent,fact_check,Context,16125,9956,2063,9956,1,2,0,0,0,1,3586,2,32895
14_2,17_cong,congruent,fact_check,Target,3785,1647,698,1647,1,1,0,0,0,1,3586,2,32895
14_2,17_cong,congruent,fact_check,Spillover,5520,3181,508,5752,0,0,1,1,0,1,3586,2,32895
14_2,17_cong,congruent,fact_check,Coda,4566,394,591,12641,0,0,1,1,0,1,3586,2,32895
14_2,11_cong,congruent,fact_check,Context,12497,11970,527,11970,1,1,0,0,0,1,1986,2,16913
14_2,11_cong,congruent,fact_check,Target,2002,1502,500,1502,0,0,0,0,0,1,1986,2,16913
14_2,11_cong,congruent,fact_check,Spillover,994,651,343,1678,1,1,1,1,0,1,1986,2,16913
14_2,11_cong,congruent,fact_check,Coda,1420,1027,393,1763,0,0,1,1,0,1,1986,2,16913
14_2,19_cong,congruent,fact_check,Context,11404,10969,173,10969,1,2,0,0,0,1,6181,2,17175
14_2,19_cong,congruent,fact_check,Target,1416,653,398,1224,1,2,1,1,0,1,6181,2,17175
14_2,19_cong,congruent,fact_check,Spillover,2532,1866,666,2655,0,0,1,1,0,1,6181,2,17175
14_2,19_cong,congruent,fact_check,Coda,1823,166,1657,2327,0,0,1,2,0,1,6181,2,17175
14_2,13_cong,congruent,fact_check,Context,9602,9602,,9602,0,0,0,0,0,1,3157,2,14711
14_2,13_cong,congruent,fact_check,Target,1936,1936,,1936,0,0,0,0,0,1,3157,2,14711
14_2,13_cong,congruent,fact_check,Spillover,1302,1302,,1302,0,0,0,0,0,1,3157,2,14711
14_2,13_cong,congruent,fact_check,Coda,1871,1871,,1871,0,0,0,0,0,1,3157,2,14711
14_2,16_inc,incongruent,fact_check,Context,13851,13851,,13851,0,0,0,0,0,0,2738,2,17992
14_2,16_inc,incongruent,fact_check,Target,1467,1467,,1467,0,0,0,0,0,0,2738,2,17992
14_2,16_inc,incongruent,fact_check,Spillover,1385,1385,,1385,0,0,0,0,0,0,2738,2,17992
14_2,16_inc,incongruent,fact_check,Coda,1289,1289,,1289,0,0,0,0,0,0,2738,2,17992
14_2,12_inc,incongruent,fact_check,Context,8940,8764,176,8764,1,1,0,0,0,1,3327,2,15723
14_2,12_inc,incongruent,fact_check,Target,3005,1678,1327,3181,0,0,1,1,0,1,3327,2,15723
14_2,12_inc,incongruent,fact_check,Spillover,1616,1616,,1616,0,0,0,0,0,1,3327,2,15723
14_2,12_inc,incongruent,fact_check,Coda,2162,2162,,2162,0,0,0,0,0,1,3327,2,15723
14_2,15_cong,congruent,fact_check,Context,8897,8897,,8897,0,0,0,0,0,1,2830,2,13887
14_2,15_cong,congruent,fact_check,Target,1629,1629,,1629,0,0,0,0,0,1,2830,2,13887
14_2,15_cong,congruent,fact_check,Spillover,1757,1757,,1757,0,0,0,0,0,1,2830,2,13887
14_2,15_cong,congruent,fact_check,Coda,1604,1604,,1604,0,0,0,0,0,1,2830,2,13887
14_2,20_inc,incongruent,fact_check,Context,11023,10095,778,10095,1,2,0,0,0,1,2902,2,17572
14_2,20_inc,incongruent,fact_check,Target,2897,238,2659,3675,0,0,1,1,0,1,2902,2,17572
14_2,20_inc,incongruent,fact_check,Spillover,1941,1941,,1941,0,0,0,0,0,1,2902,2,17572
14_2,20_inc,incongruent,fact_check,Coda,1711,1711,,1861,0,0,1,1,0,1,2902,2,17572
15_1,1_inc,incongruent,fact_check,Context,17516,9457,8059,9457,1,1,0,0,0,0,7468,UNDEFINED,28167
15_1,1_inc,incongruent,fact_check,Target,2660,1558,1102,1558,0,0,0,0,0,0,7468,UNDEFINED,28167
15_1,1_inc,incongruent,fact_check,Spillover,4445,3454,120,3454,1,1,0,0,0,0,7468,UNDEFINED,28167
15_1,1_inc,incongruent,fact_check,Coda,3546,1809,1737,13698,0,0,1,1,0,0,7468,UNDEFINED,28167
15_1,7_inc,incongruent,fact_check,Context,9898,9898,,9898,0,0,0,0,0,1,5095,1,17185
15_1,7_inc,incongruent,fact_check,Target,1831,1640,191,1640,1,1,0,0,0,1,5095,1,17185
15_1,7_inc,incongruent,fact_check,Spillover,3396,2735,661,2735,0,0,0,0,0,1,5095,1,17185
15_1,7_inc,incongruent,fact_check,Coda,2060,2060,,2912,0,0,1,1,0,1,5095,1,17185
15_1,9_inc,incongruent,fact_check,Context,8723,8723,,8723,0,0,0,0,0,0,4038,1,14891
15_1,9_inc,incongruent,fact_check,Target,1372,1372,,1372,0,0,0,0,0,0,4038,1,14891
15_1,9_inc,incongruent,fact_check,Spillover,1748,1331,417,1331,1,1,0,0,0,0,4038,1,14891
15_1,9_inc,incongruent,fact_check,Coda,3048,2358,690,3465,0,0,1,1,0,0,4038,1,14891
15_1,10_cong,congruent,fact_check,Context,12737,8528,4209,8528,1,1,0,0,0,1,4580,1,19239
15_1,10_cong,congruent,fact_check,Target,2903,1975,928,1975,0,0,0,0,0,1,4580,1,19239
15_1,10_cong,congruent,fact_check,Spillover,2071,1258,813,1258,0,0,0,0,0,1,4580,1,19239
15_1,10_cong,congruent,fact_check,Coda,1528,1136,392,7478,0,0,1,1,0,1,4580,1,19239
15_1,8_cong,congruent,fact_check,Context,19181,9718,7586,9718,1,3,0,0,0,1,4065,1,29872
15_1,8_cong,congruent,fact_check,Target,3953,252,1283,1535,0,0,0,0,0,1,4065,1,29872
15_1,8_cong,congruent,fact_check,Spillover,3030,1509,1521,1509,0,0,0,0,0,1,4065,1,29872
15_1,8_cong,congruent,fact_check,Coda,3410,1832,1578,16812,0,0,1,2,0,1,4065,1,29872
15_1,5_inc,incongruent,fact_check,Context,14376,9583,4793,9583,1,1,0,0,0,1,4038,1,23250
15_1,5_inc,incongruent,fact_check,Target,3151,1552,1599,1552,0,0,0,0,0,1,4038,1,23250
15_1,5_inc,incongruent,fact_check,Spillover,3025,1750,1275,1750,0,0,0,0,0,1,4038,1,23250
15_1,5_inc,incongruent,fact_check,Coda,2698,1744,954,10365,0,0,1,1,0,1,4038,1,23250
15_1,3_inc,incongruent,fact_check,Context,18212,3739,2745,10627,1,1,0,0,0,1,3024,1,26721
15_1,3_inc,incongruent,fact_check,Target,2625,1373,1252,1373,0,0,0,0,0,1,3024,1,26721
15_1,3_inc,incongruent,fact_check,Spillover,2741,1458,1283,1458,0,0,0,0,0,1,3024,1,26721
15_1,3_inc,incongruent,fact_check,Coda,2851,1669,1182,12971,0,0,1,1,0,1,3024,1,26721
15_1,4_cong,congruent,fact_check,Context,14201,4444,4565,9009,1,1,0,0,0,1,4219,1,24209
15_1,4_cong,congruent,fact_check,Target,4270,2475,1795,2475,0,0,0,0,0,1,4219,1,24209
15_1,4_cong,congruent,fact_check,Spillover,3103,1942,1161,1942,0,0,0,0,0,1,4219,1,24209
15_1,4_cong,congruent,fact_check,Coda,2507,1516,991,10655,0,0,1,1,0,1,4219,1,24209
15_1,2_cong,congruent,fact_check,Context,22768,375,7274,14631,1,1,0,0,0,1,4400,1,30661
15_1,2_cong,congruent,fact_check,Target,1793,1227,566,1227,0,0,0,0,0,1,4400,1,30661
15_1,2_cong,congruent,fact_check,Spillover,2426,1730,696,1730,0,0,0,0,0,1,4400,1,30661
15_1,2_cong,congruent,fact_check,Coda,3227,2447,780,12626,0,0,1,1,0,1,4400,1,30661
15_1,12_cong,congruent,entertainment,Context,17309,10861,1526,10861,1,2,0,0,0,0,6836,2,25525
15_1,12_cong,congruent,entertainment,Target,1908,1167,741,1167,0,0,0,0,0,0,6836,2,25525
15_1,12_cong,congruent,entertainment,Spillover,3122,952,896,1848,0,0,0,0,0,0,6836,2,25525
15_1,12_cong,congruent,entertainment,Coda,2498,1171,1231,10961,0,0,1,2,0,0,6836,2,25525
15_1,20_cong,congruent,entertainment,Context,15028,9930,4939,9930,1,2,0,0,0,1,6481,2,29942
15_1,20_cong,congruent,entertainment,Target,3953,315,1008,1323,1,2,0,0,0,1,6481,2,29942
15_1,20_cong,congruent,entertainment,Spillover,5386,2888,162,2888,1,1,0,0,0,1,6481,2,29942
15_1,20_cong,congruent,entertainment,Coda,5480,3906,166,15706,0,0,1,3,0,1,6481,2,29942
15_1,13_inc,incongruent,entertainment,Context,10650,5200,193,5200,1,3,0,0,0,1,6409,2,22222
15_1,13_inc,incongruent,entertainment,Target,5362,1375,2178,3919,0,0,1,2,0,1,6409,2,22222
15_1,13_inc,incongruent,entertainment,Spillover,2297,1423,874,1423,0,0,0,0,0,1,6409,2,22222
15_1,13_inc,incongruent,entertainment,Coda,3913,2019,1894,11680,0,0,1,1,0,1,6409,2,22222
15_1,17_inc,incongruent,entertainment,Context,17473,8758,8507,8758,1,2,0,0,0,1,3147,2,31706
15_1,17_inc,incongruent,entertainment,Target,4023,1747,1304,1747,1,1,0,0,0,1,3147,2,31706
15_1,17_inc,incongruent,entertainment,Spillover,5414,2465,1273,2465,0,0,0,0,0,1,3147,2,31706
15_1,17_inc,incongruent,entertainment,Coda,4796,2749,2047,18736,0,0,1,1,0,1,3147,2,31706
15_1,14_cong,congruent,entertainment,Context,19748,9704,10044,9704,1,1,0,0,0,0,4233,2,33493
15_1,14_cong,congruent,entertainment,Target,3700,2060,1640,2060,0,0,0,0,0,0,4233,2,33493
15_1,14_cong,congruent,entertainment,Spillover,6525,2514,4011,2514,0,0,0,0,0,0,4233,2,33493
15_1,14_cong,congruent,entertainment,Coda,3520,1911,1609,19215,0,0,1,1,0,0,4233,2,33493
15_1,16_cong,congruent,entertainment,Context,15043,11307,3736,11307,1,1,0,0,0,1,3216,2,21686
15_1,16_cong,congruent,entertainment,Target,3337,1423,1914,1423,0,0,0,0,0,1,3216,2,21686
15_1,16_cong,congruent,entertainment,Spillover,1955,1328,627,1328,0,0,0,0,0,1,3216,2,21686
15_1,16_cong,congruent,entertainment,Coda,1351,1351,,7628,0,0,1,1,0,1,3216,2,21686
15_1,18_cong,congruent,entertainment,Context,11336,10779,557,10779,1,1,0,0,0,1,2322,2,15114
15_1,18_cong,congruent,entertainment,Target,1649,1649,,1649,0,0,0,0,0,1,2322,2,15114
15_1,18_cong,congruent,entertainment,Spillover,1072,1072,,1072,0,0,0,0,0,1,2322,2,15114
15_1,18_cong,congruent,entertainment,Coda,1057,1057,,1614,0,0,1,1,0,1,2322,2,15114
15_1,15_inc,incongruent,entertainment,Context,7217,7217,,7217,0,0,0,0,0,0,8950,2,16440
15_1,15_inc,incongruent,entertainment,Target,1928,1928,,1928,0,0,0,0,0,0,8950,2,16440
15_1,15_inc,incongruent,entertainment,Spillover,4480,2638,1640,2638,1,2,0,0,0,0,8950,2,16440
15_1,15_inc,incongruent,entertainment,Coda,2815,1642,1173,4657,0,0,1,2,0,0,8950,2,16440
